"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1","Est","10","15","30","45","80","130","215","360","600","1000"
"2","E1","1354.60464368788","96.626096888233","42.7827406885816","32.8056482186027","22.9708499764238","18.3250705725298","14.736805312059","12.5421071479677","10.970210171371","10.113259486939"
"3","E2","40.3915233664729","29.737663877875","20.4182008489419","16.0920092423031","11.8966234678668","9.25319843104194","7.25935742442555","5.62903297928737","4.28373804818241","3.38394145604589"
"4","E3","21.2021854382395","16.8376870924501","12.620210043166","10.1424846316317","7.93497194055769","6.08710984406847","4.75294158944572","3.69908845962678","2.900255527765","2.2599370095422"
"5","E4","16.5089206256099","12.3389971044039","9.46821183681667","7.58040300567249","5.80866262537778","4.58989589826479","3.59392481084657","2.74320705708798","2.17883544583377","1.7110578558923"
"6","E5","13.3910003081867","11.0581112308135","7.85901210765499","6.35824579826341","4.84555164646367","3.77721716858764","2.97045612454211","2.2851888835158","1.78683727823782","1.41786811373427"
"7","E6","13.063715951357","10.2451348346303","7.02932893924909","5.96281775912284","4.29672599384855","3.46013641228832","2.64788575503195","2.05261353970039","1.60934658420255","1.27713089711095"
"8","E7","11.8755099564342","8.87640928197529","6.93536415383724","5.45444107620583","4.16048489992857","3.19010365390278","2.54776359659414","1.94736776979088","1.52642401810105","1.19805390688447"
"9","E8","11.071038948913","8.87853450499757","6.70149484601477","5.22741429836235","3.97136763258799","3.13701674217952","2.43360022734209","1.92865957821899","1.48650469230873","1.16504033530074"
