"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1","Est","10","15","30","45","80","130","215","360","600","1000"
"2","E1","11209.2744273102","1847.06860907022","241.698817917554","155.68721404755","90.2354512708225","62.3544955252496","45.7727311971266","33.6268120198111","25.4206307599348","19.5464511993092"
"3","E2","88.7426357194426","62.7727480796126","39.8522511428323","31.14841730403","22.8188030625545","17.8843384990836","13.4889932668554","10.4010531047111","8.05281391330543","6.22375547196237"
"4","E3","37.3204015257946","28.8994645604576","20.1966698699249","16.2254404995093","12.2001690855132","9.41043482162896","7.35111974499879","5.70399389540082","4.47786663323624","3.46928865819762"
"5","E4","25.4983365685919","20.2127581823479","13.7942029721944","11.1508444419983","8.27141090541175","6.60009731470507","4.95258582012921","3.89144834660555","2.98956054364396","2.37041064701367"
"6","E5","18.8164175059596","14.2393161587162","9.86823762893004","8.05927622127431","6.01679242799191","4.67128068065646","3.61254980053762","2.83388223719263","2.19119311759331","1.7038661038536"
"7","E6","12.4845467045545","10.2476762465715","6.82719710430762","5.63584639594612","4.2295070133236","3.26753584288514","2.56122723453902","1.96434687946069","1.51111175819889","1.1844246120163"
"8","E7","7.65004325584147","6.50631163430878","4.52576615329827","3.83901598666162","2.83520130391065","2.166517703756","1.71309515558401","1.32997047714464","1.01661713694596","0.792474214295634"
"9","E8","6.34588109322083","4.95658035002981","3.52205361178129","2.87963988113333","2.17135688930895","1.71403468077907","1.30602765091876","1.00674014806828","0.801042001773812","0.607896460049785"
"10","E9","48.1482267923912","28.285084937172","16.5282758833816","12.7827548715665","9.23494994214004","7.20606720158099","5.45648069182841","4.2500451515973","3.27068295620832","2.4994019411702"
"11","E10","10.9162191905552","8.25601582729932","5.5640666794739","4.52543169149878","3.26848274339185","2.5758555039157","2.00659130886372","1.54854169001945","1.2015483594975","0.943320912739678"
"12","E11","5.58912234024007","4.44262387185983","3.15294722758809","2.53662723474009","1.91727112414865","1.50647334117616","1.16485030785969","0.905471821078036","0.693436254775891","0.541214273700298"
"13","E12","6.25413631113561","4.77464616685426","3.59603281620339","2.89650574262441","2.23830914259391","1.75865773550362","1.33478977345417","1.06321583803413","0.817746158252087","0.627902072144029"
"14","E13","7.83320628867883","6.59733308671632","4.71090680448133","3.77650963667693","2.87356495640623","2.23395314639632","1.72708343030475","1.34284821986903","1.03990707576763","0.800003395660786"
"15","E14","12.2936127639574","8.01117418849119","6.01395180894346","4.79617088457155","3.33336199625064","2.73914525358127","2.12751593830876","1.60303531484446","1.25723895403797","0.956886358473797"
"16","E15","12.5685963774239","8.08151394063414","6.77562573855492","5.17993213257953","3.96291603982282","3.1236127186031","2.43601321609465","1.87822923546524","1.45087589942107","1.13279743468315"
"17","E16","12.7911731606429","12.2263297163485","7.19342654861756","6.01725251811694","4.75111828158176","3.58554291870427","2.75794734114401","2.14361465723403","1.68531741436145","1.27518217035107"
