"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1","Est","10","15","30","45","80","130","215","360","600","1000"
"2","E1","17975300313.0713","859.782294749695","102.209917668397","66.8156257182128","41.6090204023996","30.4774937727914","21.7897468348016","16.6373377865514","12.6578564353644","9.61513882514438"
"3","E2","39.3371652195803","26.1577816688758","17.7797792705989","14.2785149971408","10.4309626914361","8.17616415113535","6.28969195957839","4.84736308628007","3.73129711354092","2.91253075879367"
"4","E3","14.9805940522639","11.4754999183786","7.98304955082098","6.4353154441079","4.78959426520647","3.82986600570226","2.91221302580421","2.19492772622366","1.72946020254782","1.33979153957484"
"5","E4","6.4878054943832","5.50982809915149","3.83775060632454","3.24499828529444","2.38772287312269","1.85402906512706","1.46288485358937","1.1245717174317","0.867873829461816","0.686079539351696"
"6","E5","8.07943305052015","6.79131963730805","5.05907824252045","4.19336499870067","3.19359354169067","2.51782242142295","1.95582439824143","1.50184939065285","1.17536336919739","0.926018887021822"
"7","E6","12.1756575375371","10.1908091551723","8.12258365301325","6.46767608072248","5.14008933141632","3.95349461121913","3.14180399582165","2.43203005835568","1.91359992648896","1.5080314024917"
"8","E7","20.9453261467599","16.1070204549714","11.56136672097","9.56335646374403","7.06219391771867","5.44913197414586","4.24139678260048","3.36652676111794","2.62024653323396","2.03825794768309"
"9","E8","25.5236672193746","18.8042639662355","14.0235719316764","11.5574145035977","9.05136828325321","7.12068804137416","5.66726945409949","4.43564738536429","3.3875345560461","2.70719980993031"
"10","E9","26.7735328467253","19.7300090775237","14.3529604656589","11.9014041019532","8.83940546536714","6.78674106059636","5.35033323744746","4.22118642135557","3.26320209324678","2.58431839779832"
"11","E10","20.752584416465","17.5835831153942","13.7183833535516","10.7273382529681","8.48447182001879","6.55802971308771","5.14498039122032","4.02602172357483","3.14354582651998","2.48814962212609"
"12","E11","23.5956116996348","19.7406908895226","14.0540513013641","11.536330501431","8.66572402215134","6.94309422159491","5.41527570496267","4.16394934768339","3.26037268855811","2.58762337827599"
"13","E12","26.4452171422584","23.0256202537032","16.2480210630758","13.9595676656339","10.2856225695272","7.96232300638598","6.34224279517822","4.8272519650314","3.83287177189153","3.03899051047833"
"14","E13","47.870107713762","35.6137409949304","23.7124148834917","19.1012892664295","14.5791638178346","11.3751424034722","8.77370922479567","7.00102394786985","5.46957648326204","4.44773829302901"
"15","E14","105.649899438631","69.121827406747","44.410526154635","33.6198014298458","24.877231564588","19.5114934583935","15.022321388545","12.1332502020207","9.72856984758014","8.25723672252646"
"16","E15","3737.34095299392","485.136229752188","126.876470809714","76.4030363829557","49.2378828826746","35.0069532049099","26.3335290205252","20.2341244710091","15.8681280156663","12.806957790682"
"17","E16","22.8249006881758","10.720245844641","6.80673736387251","5.73427389823841","4.58441133041155","3.39261463291993","3.55057050692884","2.73812781799857","2.15892084864462","1.68560129705025"
