"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50"
"myframe_S","E1","10","0.0203","0.0438","0.0652","0.0875","0.113","0.1417","0.1993","0.265"
"myframe_S","E1","15","0.0278","0.0571","0.0889","0.1192","0.1501","0.1837","0.2536","0.3315"
"myframe_S","E1","30","0.0452","0.0913","0.1396","0.1869","0.2309","0.2777","0.3745","0.4735"
"myframe_S","E1","45","0.0543","0.1067","0.1614","0.213","0.2742","0.3325","0.4522","0.5697"
"myframe_S","E1","80","0.0704","0.1391","0.2123","0.2821","0.3516","0.4266","0.5704","0.6953"
"myframe_S","E1","130","0.0883","0.1831","0.2773","0.3671","0.4478","0.5319","0.6873","0.8062"
"myframe_S","E1","215","0.1164","0.2262","0.3376","0.4458","0.5501","0.6499","0.8083","0.9014"
"myframe_S","E1","360","0.1439","0.2947","0.4344","0.5706","0.6877","0.7815","0.9087","0.962"
"myframe_S","E1","600","0.1875","0.367","0.54","0.6823","0.8016","0.8871","0.9704","0.9905"
"myframe_S","E1","1000","0.2275","0.449","0.6372","0.7917","0.8981","0.9587","0.9933","0.9983"
"myframe_S","E2","10","0.0439","0.0884","0.1338","0.1811","0.2317","0.2761","0.3685","0.4698"
"myframe_S","E2","15","0.0585","0.1205","0.1817","0.238","0.292","0.3511","0.4627","0.5701"
"myframe_S","E2","30","0.0847","0.1714","0.2522","0.3331","0.4067","0.479","0.6143","0.7191"
"myframe_S","E2","45","0.1026","0.204","0.299","0.3909","0.4773","0.5575","0.6926","0.7913"
"myframe_S","E2","80","0.1353","0.2649","0.3888","0.5015","0.5996","0.6828","0.8078","0.8822"
"myframe_S","E2","130","0.1661","0.3273","0.4783","0.6048","0.7067","0.7875","0.8864","0.9338"
"myframe_S","E2","215","0.2178","0.4045","0.5808","0.7129","0.8073","0.8737","0.945","0.9732"
"myframe_S","E2","360","0.2621","0.4944","0.6836","0.8095","0.8897","0.9391","0.9814","0.9936"
"myframe_S","E2","600","0.3319","0.6038","0.7896","0.8945","0.9508","0.9787","0.9952","0.9995"
"myframe_S","E2","1000","0.405","0.7055","0.8744","0.9509","0.9847","0.995","0.9996","1"
"myframe_S","E3","10","0.071","0.145","0.2148","0.2871","0.3555","0.4255","0.5543","0.669"
"myframe_S","E3","15","0.0854","0.1699","0.2593","0.35","0.4333","0.5082","0.6504","0.7564"
"myframe_S","E3","30","0.1186","0.2339","0.3472","0.4538","0.5498","0.6313","0.7715","0.8597"
"myframe_S","E3","45","0.1479","0.2953","0.4248","0.5456","0.648","0.7335","0.8562","0.9194"
"myframe_S","E3","80","0.1917","0.3697","0.5291","0.666","0.7721","0.8489","0.9328","0.9666"
"myframe_S","E3","130","0.2437","0.467","0.6487","0.7795","0.8672","0.9212","0.9708","0.9893"
"myframe_S","E3","215","0.3057","0.5694","0.7605","0.8755","0.9376","0.9693","0.9933","0.9992"
"myframe_S","E3","360","0.3819","0.6781","0.8527","0.9412","0.9788","0.9928","0.9994","1"
