"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1","Est","10","15","30","45","80","130","215","360","600","1000"
"2","E1","82643618301.3621","812.044175646023","108.294638886854","68.4634270122521","42.2679678160849","29.8414153124382","22.0128492570143","16.5823369488784","12.7114383147709","9.71875240418125"
"3","E2","37.652877794785","27.8567722623071","17.6962975053961","13.8782745217388","10.2217595009385","7.84899976928545","6.21193393206906","4.69412182068137","3.62550157935742","2.81237222077608"
"4","E3","13.0049608774129","9.77492414938924","6.89274220971954","5.42691263075386","4.06110427066042","3.24108740891242","2.44207147453539","1.91821725744115","1.47304034966727","1.16827284783815"
"5","E4","6.29451933795791","4.94265061416132","3.46566636013247","2.81981762650124","2.12653318943176","1.68688157702999","1.29137863921946","1.01463430102864","0.784564933996197","0.6103533674846"
"6","E5","9.70288397025718","8.23322125291898","6.07586232247755","4.96569127937003","3.79442285722793","3.0160528899812","2.33980479403457","1.81592840726356","1.42611613451298","1.13207368717182"
"7","E6","16.4902746492534","13.2438781212716","9.25731235664731","7.65586393410594","5.74035918680112","4.47371067502419","3.58000318314992","2.79207574077367","2.20011990587717","1.73441066646162"
"8","E7","21.6475595356401","16.5121344219067","12.5504250883348","10.2064685565965","7.68498094890297","5.99272882968163","4.70193946517599","3.65095069358291","2.85521661324386","2.24451841379002"
"9","E8","27.0207517303301","21.302262769641","16.1884804322111","12.7326146865298","9.73498551233634","7.58900000976619","5.97123273800697","4.66228251417694","3.66985943750986","2.8903861770102"
"10","E9","4577.0680129516","599.191128876088","118.008674274039","73.3123273968249","48.6068689253606","35.251630273989","26.2576945663314","20.2144403556101","16.0938194479306","12.7071906020492"
"11","E10","123.868089249802","75.7235346013297","45.6459267054908","34.5492048468887","25.2104197974991","20.1464903358391","15.6704886856031","12.6274723627211","10.5356060252786","8.84892515107116"
"12","E11","44.4159539185477","32.8548138710996","23.806808204309","18.4366974184566","14.3083321015144","10.8016404537826","8.67907494539674","6.70210448881512","5.2324279330307","4.15744537521395"
"13","E12","27.8010736960807","21.6277322013406","15.661815516798","12.6196193036254","9.56258119915259","7.517390501652","5.85187896487226","4.54725554929979","3.51602048759346","2.70212263967037"
"14","E13","20.7306396364785","17.2335622368125","12.7072006446806","10.3100003259576","7.83092317483621","6.0455562278718","4.74458922713401","3.68039224983061","2.81710977501391","2.23740490461619"
"15","E14","16.2610675754083","15.5134174178439","11.5623077244452","9.46881472045274","7.24084933149116","5.71813761221375","4.50626508195962","3.50104607825141","2.70271781830445","2.12831849645457"
"16","E15","14.8845477795571","16.2624767757747","12.1622911426015","10.0783380736093","7.63062619082623","6.03369056837591","4.70972536549713","3.70599597137377","2.80216383815426","2.20777500897145"
"17","E16","16.8053740707858","12.9998879425899","12.4690881443713","10.5019959552464","8.22097464035426","6.42158865936048","5.05730755058901","3.99391060111744","3.03419058162491","2.38810280804349"
