"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50"
"myframe_S","E1","10","0.0811","0.1633","0.24","0.3175","0.3956","0.4666","0.6084","0.7358"
"myframe_S","E1","15","0.0773","0.1617","0.2461","0.3251","0.405","0.4836","0.6244","0.7493"
"myframe_S","E1","30","0.1447","0.2793","0.4132","0.5327","0.6419","0.7402","0.8762","0.9535"
"myframe_S","E1","45","0.16","0.3184","0.4687","0.5947","0.7026","0.7976","0.9204","0.9778"
"myframe_S","E1","80","0.1989","0.3822","0.5476","0.6881","0.8005","0.8854","0.9684","0.9948"
"myframe_S","E1","130","0.2596","0.4993","0.6855","0.8282","0.9114","0.9621","0.9954","0.9998"
"myframe_S","E1","215","0.3339","0.6176","0.8116","0.9235","0.9756","0.9937","0.9999","1"
"myframe_S","E1","360","0.4135","0.7238","0.8985","0.9738","0.9952","0.9991","1","1"
"myframe_S","E1","600","0.509","0.8365","0.9654","0.9961","0.9998","1","1","1"
"myframe_S","E1","1000","0.6309","0.9305","0.9947","0.9998","1","1","1","1"
"myframe_S","E2","10","0.0789","0.1516","0.227","0.2985","0.3697","0.4398","0.5736","0.7041"
"myframe_S","E2","15","0.1195","0.241","0.3515","0.4588","0.5583","0.6442","0.7973","0.8986"
"myframe_S","E2","30","0.1436","0.2805","0.4146","0.531","0.6364","0.7276","0.8646","0.9491"
"myframe_S","E2","45","0.1964","0.386","0.5422","0.6818","0.7905","0.8701","0.9582","0.9921"
"myframe_S","E2","80","0.2445","0.4658","0.6497","0.7922","0.8839","0.9423","0.9903","0.9996"
"myframe_S","E2","130","0.3084","0.5768","0.7726","0.8897","0.9579","0.985","0.9997","1"
"myframe_S","E2","215","0.3792","0.6794","0.8712","0.9588","0.9903","0.9978","0.9999","1"
"myframe_S","E2","360","0.4707","0.7953","0.9476","0.9908","0.9994","0.9999","1","1"
"myframe_S","E2","600","0.5972","0.9015","0.9874","0.9992","1","1","1","1"
"myframe_S","E2","1000","0.6965","0.9593","0.9983","1","1","1","1","1"
"myframe_S","E3","10","0.1204","0.2432","0.3585","0.4657","0.5644","0.6529","0.7992","0.8999"
"myframe_S","E3","15","0.1235","0.2468","0.3639","0.4683","0.5666","0.6579","0.8024","0.9003"
"myframe_S","E3","30","0.1758","0.344","0.5001","0.6305","0.7408","0.8308","0.9397","0.9845"
"myframe_S","E3","45","0.2169","0.4128","0.5782","0.719","0.8234","0.8955","0.9726","0.9953"
"myframe_S","E3","80","0.2763","0.5209","0.7145","0.8455","0.9274","0.969","0.9966","0.9999"
"myframe_S","E3","130","0.3497","0.6378","0.8299","0.9323","0.9776","0.9934","1","1"
"myframe_S","E3","215","0.432","0.7531","0.9193","0.9809","0.9968","0.9994","1","1"
"myframe_S","E3","360","0.542","0.8594","0.9744","0.9969","0.9998","1","1","1"
"myframe_S","E3","600","0.655","0.9426","0.9961","0.9998","1","1","1","1"
"myframe_S","E3","1000","0.766","0.9829","0.9997","1","1","1","1","1"
"myframe_S","E4","10","0.121","0.2447","0.3628","0.4714","0.5748","0.666","0.8035","0.9043"
"myframe_S","E4","15","0.1328","0.2589","0.383","0.4958","0.6005","0.6966","0.8419","0.9308"
"myframe_S","E4","30","0.1978","0.3906","0.5569","0.6955","0.8071","0.8853","0.9668","0.9939"
