"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1","Est","10","15","30","45","80","130","215","360","600","1000"
"2","E1","338683.007671463","1695.42853342512","257.592305094736","152.504722174669","87.1078524556447","62.5692499372122","45.7672341133237","33.8145500800326","25.8048708465339","19.6377994139269"
"3","E2","82.6722763112915","57.8476788792556","38.7264188806052","30.3937202411467","22.6083512668967","17.5057836715195","13.4067301396138","10.520739117164","7.94249488604622","6.1376509281245"
"4","E3","39.753670372096","30.9223910430025","21.0007743205354","17.0428697883171","12.4062347175091","9.81492963465884","7.64788415737794","5.829098229561","4.53590545079067","3.4887165442335"
"5","E4","23.4528244007828","20.5252599923168","14.2444428664778","12.1494604400519","8.73229917763654","6.94592043204748","5.32795892908507","4.13961995415276","3.22511519811927","2.47150593699936"
"6","E5","19.9690748047921","15.8999400072189","11.1110818105966","8.9823592311955","6.69414918038895","5.27634648699467","4.08566975163093","3.15491511006211","2.45884793322167","1.90349863891265"
"7","E6","13.7054917719196","10.8314692766472","8.21802481862793","6.54626848555372","5.11957029619482","3.92881239604472","2.99678745016658","2.37337692337958","1.85566334121135","1.41831273360937"
"8","E7","13.0619793453052","8.74395327815612","6.19168590787579","4.95303940457964","3.68110524931605","2.79378757056229","2.17468426590124","1.72040149233393","1.3122751855866","1.01411995269408"
"9","E8","8.70766091335622","5.97001692990262","4.20208558079541","3.43497933341948","2.65950146724465","2.12403292553345","1.609179003331","1.26026456480214","0.961126766465927","0.746781531358311"
"10","E9","8.7151481319526","5.91985455694067","4.20200201273446","3.44757544087312","2.51483630961872","1.91885407543746","1.50705703995041","1.15397193020529","0.909478826429161","0.704686405400044"
"11","E10","5.93835574989372","4.86312275158389","3.7621735962392","2.96905438311292","2.31296454409199","1.75959677412729","1.39176898999286","1.06072089002105","0.834662735717409","0.636775257818339"
"12","E11","5.94227720070677","4.81357606576504","3.3509562848333","2.72532928389269","2.07799963242625","1.62666022404767","1.26886390942276","0.983302537722748","0.762150082297043","0.584494371279069"
"13","E12","5.05320846505093","4.2906238415014","3.10040631580062","2.62963436223424","1.95534018499596","1.5058241731424","1.16893530929864","0.90372524492596","0.706895019290914","0.545734771834583"
"14","E13","6.78275293060041","5.15757687402309","3.58655671097879","2.90964609164933","2.2021427934063","1.70198544730783","1.34381451070409","1.02266908202281","0.801958962760611","0.609366104017696"
"15","E14","11.7837804958379","8.63752610237938","6.15850167376125","4.89260779080338","3.71611915893559","2.86530455379515","2.22902447123329","1.70157171863343","1.32424527347077","1.02908275984673"
"16","E15","61.680687614905","29.4369241617884","16.9200339605312","12.7836973147842","9.2749316661792","7.01425135257927","5.45815760334734","4.14788268029337","3.21599580306076","2.51189864057147"
"17","E16","49.8530852029787","28.3454728432798","20.3927516074617","17.9971017873021","11.2748131821295","11.1047767328732","8.44211831880149","6.47200735235837","4.92412983580161","3.87366075134184"
