"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50"
"myframe_S","E1","10","0.1328","0.2662","0.3985","0.5217","0.6345","0.7327","0.8662","0.9223"
"myframe_S","E1","15","0.2777","0.5271","0.7336","0.878","0.9547","0.9869","0.9999","1"
"myframe_S","E1","30","0.4246","0.7496","0.9292","0.9905","0.9994","1","1","1"
"myframe_S","E1","45","0.5014","0.8295","0.9709","0.9978","0.9999","1","1","1"
"myframe_S","E1","80","0.623","0.9163","0.9868","0.9983","0.9996","1","1","1"
"myframe_S","E1","130","0.7614","0.9817","0.9995","1","1","1","1","1"
"myframe_S","E1","215","0.7484","0.9715","0.9977","0.9999","1","1","1","1"
"myframe_S","E1","360","0.8599","0.994","0.9997","1","1","1","1","1"
"myframe_S","E1","600","0.9384","0.9983","1","1","1","1","1","1"
"myframe_S","E1","1000","0.979","1","1","1","1","1","1","1"
