"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50"
"myframe_S","E1","10","0.3519","0.6325","0.8325","0.943","0.9854","0.9987","1","1"
"myframe_S","E1","15","0.4838","0.8189","0.9586","0.9942","0.9998","1","1","1"
"myframe_S","E1","30","0.6601","0.9442","0.9971","1","1","1","1","1"
"myframe_S","E1","45","0.7446","0.9812","0.9999","1","1","1","1","1"
"myframe_S","E1","80","0.8673","0.9988","1","1","1","1","1","1"
"myframe_S","E1","130","0.9419","0.9999","1","1","1","1","1","1"
"myframe_S","E1","215","0.987","1","1","1","1","1","1","1"
"myframe_S","E1","360","0.9985","1","1","1","1","1","1","1"
"myframe_S","E1","600","1","1","1","1","1","1","1","1"
"myframe_S","E1","1000","1","1","1","1","1","1","1","1"
