"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1","Est","10","15","30","45","80","130","215","360","600","1000"
"2","E1","2403.74625946621","473.187484108006","159.556267422715","101.247309455768","66.868769327671","48.2147953579969","36.8925159694183","27.6303918151221","21.8340471253871","17.3672052174244"
"3","E2","55.3484476326047","41.5478274729163","27.5476966698019","22.0629458909605","16.2035621406564","12.624194954612","9.75695047976618","7.39969644239119","5.72469600347358","4.53117305890267"
"4","E3","23.5175978857923","18.0110706777114","13.0160810950582","10.3060333484953","7.75329265934188","6.11825969707736","4.64193948696329","3.69333306139152","2.77883293853326","2.18574367175047"
"5","E4","14.8099855359784","11.7243685174725","8.18775952017052","6.64263683586407","4.93781220291925","3.8683133729935","2.98111494754774","2.32827102398007","1.80754759203302","1.38028829906177"
"6","E5","9.23959011920034","7.07411987241087","4.88048833709343","3.98006380593066","3.00502213850175","2.31308973076205","1.79955563738595","1.39035316989832","1.07951436896537","0.839995308943423"
"7","E6","6.20827643250721","4.94839164149659","3.47101905832007","2.81796554634353","2.11188133730792","1.65720785918643","1.31878722250445","1.00092033461232","0.77304723559613","0.608789105239107"
"8","E7","8.13688470173013","6.09090817803839","4.74039172399935","3.70145552847658","2.782899287822","2.17340255938313","1.69993878816801","1.32144576723954","1.01574278638297","0.800255158855988"
"9","E8","11.1303755898547","8.62747077435372","6.84672455961388","5.25597881239559","4.02270449817588","3.16642987520089","2.46130878802242","1.89630212417126","1.49576389206212","1.16929099224101"
"10","E9","20732.7684246314","6778.05750285405","43.4068109810178","32.1311128989123","23.6280584123972","18.3703311355499","14.787045665144","12.4871198977827","11.021680790255","10.1640772605904"
"11","E10","36.4068163461163","27.8753959123357","18.441156339154","14.9365222714961","11.0131724059018","8.71286927870823","6.88553172323488","5.60368650066426","4.44943991576724","3.71765787097549"
"12","E11","16.1452398253094","12.9261980914808","9.59223383472942","7.62234849490844","5.74506386666853","4.53464417154527","3.54925300338514","2.7994449203302","2.21878817405678","1.77119336742238"
"13","E12","9.99068984797267","7.93639892486728","5.75252096643538","4.70056520101107","3.60618844822637","2.79744045149541","2.18505259441111","1.72361688164568","1.34279430511973","1.05304466833628"
"14","E13","7.40972842452864","6.000394053542","4.23967852633956","3.47904828054364","2.6477342254524","2.08769745336532","1.63443540301031","1.25468933020237","0.982895755085666","0.760648808048896"
"15","E14","6.63705392007335","5.58752161616917","4.0205760098317","3.24404949503847","2.51930864156802","1.94967384030049","1.54420840021599","1.18527116230823","0.924806931545694","0.722380270038426"
"16","E15","7.32263760589824","6.2617743001271","4.53176615093646","3.64104410284815","2.76238743013019","2.09000645645948","1.6517408069622","1.2989393285203","0.989217617097707","0.766210091947327"
"17","E16","8.23190570985628","6.58964049713355","5.02604205940762","3.98168255939007","2.97764213223705","2.36540084399722","1.83306367533384","1.42148414570167","1.10076628928275","0.842121337437369"
