"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1","Est","10","15","30","45","80","130","215","360","600","1000"
"2","E1","5731.60045822206","1753.94948870076","103.894362832306","68.6052980011274","41.7771354043452","30.0277186217262","22.1114005833854","16.5665617249255","12.6514526388468","9.71341427230051"
"3","E2","37.3285058985473","26.5433729206196","18.1094528647337","13.943016208078","10.6320265818002","8.11989734106427","6.31564016208058","4.79515581298607","3.7656670710203","2.94135014448487"
"4","E3","14.8557848363856","11.3752509220801","8.04858738209384","6.57225025523081","4.76258064124266","3.67686397608614","2.91698289788027","2.21129966125506","1.75347709385151","1.32648238859223"
"5","E4","6.46065709753123","5.4922138149525","3.87600763714291","3.21147567920872","2.39409363573044","1.86804272913782","1.46391166242971","1.13087761214389","0.889409999855244","0.679246032768786"
"6","E5","8.16537943161009","6.89242916215832","4.99466788235497","4.16123849830607","3.1175988755504","2.48709467463461","1.94312742167578","1.5216827470262","1.17741016825295","0.918656865484932"
"7","E6","12.0080435394842","10.1750621086957","8.20916331576417","6.44422728564276","5.12253283594162","3.99379190415286","3.125819974988","2.44458711500979","1.93129717853103","1.4942860600018"
"8","E7","21.0962111922189","16.0658419275563","11.5022950620218","9.67517025870478","7.08152061858078","5.45128791201696","4.30820207376903","3.3195748377403","2.60279632666963","2.0501168853742"
"9","E8","25.435171584623","19.3096396156151","13.9281219437932","11.6167424853774","9.06873322229325","7.20303638891078","5.57710123269916","4.40213853375473","3.39258596858806","2.6330045903009"
"10","E9","26.4148936400901","19.4361598469043","14.5565009111586","11.7853488710954","8.9209997281151","6.87280292071299","5.32445751062987","4.1646885188481","3.25326654820726","2.52778895458638"
"11","E10","20.7656538328152","17.2163056067793","13.4553570213101","10.8858372850599","8.61247535761489","6.63165040012317","5.13309922218693","4.00750646317537","3.14877749800956","2.51547114021327"
"12","E11","23.7454367679194","20.0627903077042","14.2865188290371","11.5280982288794","8.72042714365134","6.92544751645036","5.41217613992473","4.19698978913034","3.26034364651853","2.62090813907388"
"13","E12","27.1263601646309","23.4993746036576","16.2739891856846","13.8631181241252","10.1378208168933","8.09450578898416","6.31259822482387","4.93726478815464","3.83309840009561","3.03534794164558"
"14","E13","48.3789074304014","34.7511761881283","23.6312616166395","19.5337097601272","14.5183253878721","11.2810356527189","8.71549171322816","6.96012804709468","5.49074425219103","4.518682366524"
"15","E14","108.233709510195","68.0736074149915","44.6893183270604","33.485550647945","24.6850119861292","19.4644485088608","15.1094218325688","12.1857980272344","9.96282684424933","8.26517273070625"
"16","E15","1101.33056433925","390.888609792309","121.140220064547","80.096724497247","49.5356928835052","34.7956800287337","26.6757368742389","20.3876052210759","15.8691978915481","12.8033397199977"
"17","E16","23.1436694145723","10.6102956597498","6.80497296545103","5.75606357521094","4.62807336978725","3.36825779100702","3.53412867634535","2.77165558898441","2.15788317157652","1.68734381984978"
