"","myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50","distribution","model","Diam_distribution"
"3067","myframe_S","E14",215,0.6091,0.9245,0.9923,0.9998,1,1,1,1,"Truncated Triangles","Model 3","J"
"3068","myframe_S","E14",360,0.7429,0.979,0.9992,1,1,1,1,1,"Truncated Triangles","Model 3","J"
"3069","myframe_S","E14",600,0.8611,0.9968,1,1,1,1,1,1,"Truncated Triangles","Model 3","J"
"3070","myframe_S","E14",1000,0.9443,0.9999,1,1,1,1,1,1,"Truncated Triangles","Model 3","J"
"3071","myframe_S","E15",10,0.2024,0.4032,0.5731,0.7127,0.8155,0.8931,0.9709,0.9947,"Truncated Triangles","Model 3","J"
"3072","myframe_S","E15",15,0.1827,0.3603,0.5271,0.6676,0.7809,0.8725,0.9628,0.9932,"Truncated Triangles","Model 3","J"
"3073","myframe_S","E15",30,0.2416,0.4659,0.6627,0.8105,0.9073,0.9656,0.9971,1,"Truncated Triangles","Model 3","J"
"3074","myframe_S","E15",45,0.2895,0.5593,0.7573,0.8902,0.9631,0.9898,0.9996,1,"Truncated Triangles","Model 3","J"
"3075","myframe_S","E15",80,0.3927,0.6941,0.8768,0.964,0.9923,0.9992,1,1,"Truncated Triangles","Model 3","J"
"3076","myframe_S","E15",130,0.4961,0.8158,0.9538,0.9925,0.9997,1,1,1,"Truncated Triangles","Model 3","J"
"3077","myframe_S","E15",215,0.5893,0.9095,0.991,0.9999,1,1,1,1,"Truncated Triangles","Model 3","J"
"3078","myframe_S","E15",360,0.7187,0.9707,0.9988,1,1,1,1,1,"Truncated Triangles","Model 3","J"
"3079","myframe_S","E15",600,0.8367,0.9948,0.9999,1,1,1,1,1,"Truncated Triangles","Model 3","J"
"3080","myframe_S","E15",1000,0.9315,0.9997,1,1,1,1,1,1,"Truncated Triangles","Model 3","J"
"3081","myframe_S","E16",10,0.1843,0.3532,0.5126,0.6461,0.7575,0.8382,0.9458,0.9859,"Truncated Triangles","Model 3","J"
"3082","myframe_S","E16",15,0.2338,0.4489,0.6365,0.7754,0.8731,0.9376,0.9892,0.9991,"Truncated Triangles","Model 3","J"
"3083","myframe_S","E16",30,0.2318,0.4501,0.6427,0.7948,0.8907,0.9496,0.9933,0.9995,"Truncated Triangles","Model 3","J"
"3084","myframe_S","E16",45,0.2768,0.5345,0.7365,0.8762,0.9502,0.985,0.9991,1,"Truncated Triangles","Model 3","J"
"3085","myframe_S","E16",80,0.3681,0.6719,0.8624,0.9552,0.99,0.9984,1,1,"Truncated Triangles","Model 3","J"
"3086","myframe_S","E16",130,0.465,0.7842,0.9378,0.9878,0.9989,1,1,1,"Truncated Triangles","Model 3","J"
"3087","myframe_S","E16",215,0.5667,0.8856,0.9838,0.9992,1,1,1,1,"Truncated Triangles","Model 3","J"
"3088","myframe_S","E16",360,0.6978,0.9607,0.9979,1,1,1,1,1,"Truncated Triangles","Model 3","J"
"3089","myframe_S","E16",600,0.8119,0.9922,0.9999,1,1,1,1,1,"Truncated Triangles","Model 3","J"
"3090","myframe_S","E16",1000,0.9082,0.9992,1,1,1,1,1,1,"Truncated Triangles","Model 3","J"
"3091","myframe_S","E1",10,0.0325,0.0635,0.095,0.1277,0.1612,0.1958,0.28,0.3808,"Truncated Uniform","Model 3","J"
"3092","myframe_S","E1",15,0.0378,0.0772,0.116,0.1577,0.2014,0.2487,0.3419,0.4566,"Truncated Uniform","Model 3","J"
"3093","myframe_S","E1",30,0.055,0.112,0.1694,0.2311,0.2899,0.3488,0.4743,0.6066,"Truncated Uniform","Model 3","J"
"3094","myframe_S","E1",45,0.0707,0.1401,0.2107,0.2778,0.3469,0.422,0.5662,0.6825,"Truncated Uniform","Model 3","J"
"3095","myframe_S","E1",80,0.0938,0.1828,0.2815,0.3721,0.4596,0.5481,0.692,0.7843,"Truncated Uniform","Model 3","J"
"3096","myframe_S","E1",130,0.1199,0.2341,0.354,0.4632,0.563,0.6513,0.783,0.8551,"Truncated Uniform","Model 3","J"
"3097","myframe_S","E1",215,0.1573,0.3079,0.4506,0.5765,0.6826,0.7739,0.8744,0.9216,"Truncated Uniform","Model 3","J"
"3098","myframe_S","E1",360,0.1984,0.3895,0.5589,0.6921,0.8002,0.8659,0.9353,0.9646,"Truncated Uniform","Model 3","J"
"3099","myframe_S","E1",600,0.26,0.4821,0.6736,0.8098,0.8924,0.9344,0.9766,0.99,"Truncated Uniform","Model 3","J"
"3100","myframe_S","E1",1000,0.3287,0.6062,0.7979,0.9066,0.955,0.9778,0.9943,0.9985,"Truncated Uniform","Model 3","J"
"3101","myframe_S","E2",10,0.102,0.2077,0.3094,0.405,0.5013,0.5957,0.7437,0.8168,"Truncated Uniform","Model 3","J"
"3102","myframe_S","E2",15,0.1235,0.2574,0.3896,0.5084,0.6214,0.716,0.8368,0.8856,"Truncated Uniform","Model 3","J"
"3103","myframe_S","E2",30,0.1902,0.3677,0.5314,0.6715,0.7731,0.8454,0.9224,0.9541,"Truncated Uniform","Model 3","J"
"3104","myframe_S","E2",45,0.229,0.4379,0.6216,0.7636,0.8576,0.9105,0.9572,0.981,"Truncated Uniform","Model 3","J"
"3105","myframe_S","E2",80,0.2986,0.5686,0.7633,0.8831,0.9398,0.967,0.9889,0.9964,"Truncated Uniform","Model 3","J"
"3106","myframe_S","E2",130,0.3766,0.6805,0.8622,0.9469,0.98,0.9915,0.9979,0.9997,"Truncated Uniform","Model 3","J"
"3107","myframe_S","E2",215,0.4728,0.8015,0.9448,0.9844,0.9969,0.999,1,1,"Truncated Uniform","Model 3","J"
"3108","myframe_S","E2",360,0.5908,0.9025,0.9843,0.9982,0.9997,1,1,1,"Truncated Uniform","Model 3","J"
"3109","myframe_S","E2",600,0.715,0.9682,0.9982,0.9997,1,1,1,1,"Truncated Uniform","Model 3","J"
"3110","myframe_S","E2",1000,0.8335,0.9926,0.9998,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3111","myframe_S","E3",10,0.2246,0.4234,0.595,0.7347,0.838,0.8974,0.9517,0.9786,"Truncated Uniform","Model 3","J"
"3112","myframe_S","E3",15,0.272,0.5207,0.7195,0.8496,0.9193,0.9552,0.9869,0.9959,"Truncated Uniform","Model 3","J"
"3113","myframe_S","E3",30,0.3922,0.6919,0.874,0.949,0.9796,0.9927,0.9987,0.9999,"Truncated Uniform","Model 3","J"
"3114","myframe_S","E3",45,0.4774,0.7879,0.9356,0.9794,0.9929,0.9983,0.9999,0.9999,"Truncated Uniform","Model 3","J"
"3115","myframe_S","E3",80,0.6031,0.9045,0.9853,0.9974,0.9999,1,1,1,"Truncated Uniform","Model 3","J"
"3116","myframe_S","E3",130,0.7014,0.963,0.9954,0.9996,1,1,1,1,"Truncated Uniform","Model 3","J"
"3117","myframe_S","E3",215,0.8297,0.9925,0.9997,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3118","myframe_S","E3",360,0.929,0.9994,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3119","myframe_S","E3",600,0.9797,1,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3120","myframe_S","E3",1000,0.9973,1,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3121","myframe_S","E4",10,0.4617,0.777,0.9357,0.9872,0.998,0.9998,1,1,"Truncated Uniform","Model 3","J"
"3122","myframe_S","E4",15,0.5319,0.8526,0.9718,0.9967,0.9995,1,1,1,"Truncated Uniform","Model 3","J"
"3123","myframe_S","E4",30,0.7008,0.9619,0.9982,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3124","myframe_S","E4",45,0.7825,0.9869,0.9997,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3125","myframe_S","E4",80,0.907,0.9993,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3126","myframe_S","E4",130,0.9671,1,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3127","myframe_S","E4",215,0.9932,1,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3128","myframe_S","E4",360,0.9996,1,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3129","myframe_S","E4",600,1,1,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3130","myframe_S","E4",1000,1,1,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3131","myframe_S","E5",10,0.3784,0.6742,0.8609,0.9544,0.9873,0.9978,1,1,"Truncated Uniform","Model 3","J"
"3132","myframe_S","E5",15,0.4388,0.76,0.9222,0.981,0.997,0.9995,1,1,"Truncated Uniform","Model 3","J"
"3133","myframe_S","E5",30,0.5697,0.886,0.9828,0.999,1,1,1,1,"Truncated Uniform","Model 3","J"
"3134","myframe_S","E5",45,0.6608,0.9424,0.9967,0.9999,1,1,1,1,"Truncated Uniform","Model 3","J"
"3135","myframe_S","E5",80,0.787,0.9879,0.9999,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3136","myframe_S","E5",130,0.8866,0.9982,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3137","myframe_S","E5",215,0.9562,1,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3138","myframe_S","E5",360,0.9919,1,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3139","myframe_S","E5",600,0.9992,1,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3140","myframe_S","E5",1000,1,1,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3141","myframe_S","E6",10,0.2501,0.4839,0.6672,0.8046,0.9002,0.9569,0.9966,0.9996,"Truncated Uniform","Model 3","J"
"3142","myframe_S","E6",15,0.2972,0.5583,0.7594,0.8835,0.9563,0.9853,0.9991,1,"Truncated Uniform","Model 3","J"
"3143","myframe_S","E6",30,0.3712,0.6716,0.8622,0.9523,0.9875,0.998,1,1,"Truncated Uniform","Model 3","J"
"3144","myframe_S","E6",45,0.4622,0.7765,0.9383,0.9876,0.9987,1,1,1,"Truncated Uniform","Model 3","J"
"3145","myframe_S","E6",80,0.5648,0.8781,0.9787,0.9982,1,1,1,1,"Truncated Uniform","Model 3","J"
"3146","myframe_S","E6",130,0.6872,0.9557,0.9979,0.9998,1,1,1,1,"Truncated Uniform","Model 3","J"
"3147","myframe_S","E6",215,0.7979,0.9885,0.9999,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3148","myframe_S","E6",360,0.8963,0.9993,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3149","myframe_S","E6",600,0.9636,1,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3150","myframe_S","E6",1000,0.9942,1,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3151","myframe_S","E7",10,0.1462,0.2878,0.4184,0.5361,0.6504,0.7426,0.8781,0.9526,"Truncated Uniform","Model 3","J"
"3152","myframe_S","E7",15,0.1905,0.3716,0.5322,0.6681,0.7842,0.8652,0.9608,0.9925,"Truncated Uniform","Model 3","J"
"3153","myframe_S","E7",30,0.2703,0.5044,0.6908,0.8292,0.9195,0.9652,0.9965,0.9999,"Truncated Uniform","Model 3","J"
"3154","myframe_S","E7",45,0.3172,0.5909,0.792,0.9072,0.9665,0.9909,0.9998,1,"Truncated Uniform","Model 3","J"
"3155","myframe_S","E7",80,0.4273,0.7346,0.9109,0.979,0.9965,0.9997,1,1,"Truncated Uniform","Model 3","J"
"3156","myframe_S","E7",130,0.5373,0.857,0.9725,0.9962,0.9995,1,1,1,"Truncated Uniform","Model 3","J"
"3157","myframe_S","E7",215,0.6546,0.9407,0.9958,0.9998,1,1,1,1,"Truncated Uniform","Model 3","J"
"3158","myframe_S","E7",360,0.7582,0.9835,0.9997,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3159","myframe_S","E7",600,0.8735,0.9975,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3160","myframe_S","E7",1000,0.9512,1,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3161","myframe_S","E8",10,0.1174,0.2305,0.337,0.4451,0.5501,0.6407,0.7898,0.8951,"Truncated Uniform","Model 3","J"
"3162","myframe_S","E8",15,0.1644,0.3232,0.4694,0.5941,0.7032,0.796,0.9163,0.9738,"Truncated Uniform","Model 3","J"
"3163","myframe_S","E8",30,0.2197,0.4238,0.6066,0.7409,0.8433,0.9132,0.9831,0.9973,"Truncated Uniform","Model 3","J"
"3164","myframe_S","E8",45,0.2631,0.5099,0.7,0.8302,0.9158,0.9657,0.9955,0.9995,"Truncated Uniform","Model 3","J"
"3165","myframe_S","E8",80,0.3374,0.6185,0.8148,0.9247,0.9733,0.993,1,1,"Truncated Uniform","Model 3","J"
"3166","myframe_S","E8",130,0.4249,0.7362,0.9064,0.9742,0.9942,0.9988,1,1,"Truncated Uniform","Model 3","J"
"3167","myframe_S","E8",215,0.5196,0.8426,0.9687,0.9954,1,1,1,1,"Truncated Uniform","Model 3","J"
"3168","myframe_S","E8",360,0.6325,0.9277,0.9946,0.9998,1,1,1,1,"Truncated Uniform","Model 3","J"
"3169","myframe_S","E8",600,0.7587,0.9823,0.9998,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3170","myframe_S","E8",1000,0.8612,0.9969,0.9999,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3171","myframe_S","E9",10,0.1092,0.2201,0.3259,0.4272,0.5257,0.615,0.7698,0.8747,"Truncated Uniform","Model 3","J"
"3172","myframe_S","E9",15,0.1593,0.3036,0.4462,0.5682,0.6796,0.7742,0.9018,0.9647,"Truncated Uniform","Model 3","J"
"3173","myframe_S","E9",30,0.211,0.4117,0.592,0.7341,0.8378,0.9091,0.9784,0.9963,"Truncated Uniform","Model 3","J"
"3174","myframe_S","E9",45,0.259,0.4925,0.6834,0.8198,0.9079,0.9603,0.9948,0.9997,"Truncated Uniform","Model 3","J"
"3175","myframe_S","E9",80,0.346,0.6297,0.8242,0.9291,0.9778,0.9942,0.9998,1,"Truncated Uniform","Model 3","J"
"3176","myframe_S","E9",130,0.4428,0.7615,0.922,0.9818,0.9973,0.9999,1,1,"Truncated Uniform","Model 3","J"
"3177","myframe_S","E9",215,0.5411,0.8642,0.9767,0.9978,0.9998,1,1,1,"Truncated Uniform","Model 3","J"
"3178","myframe_S","E9",360,0.6585,0.9419,0.9957,0.9999,1,1,1,1,"Truncated Uniform","Model 3","J"
"3179","myframe_S","E9",600,0.7797,0.9867,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3180","myframe_S","E9",1000,0.8785,0.9982,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3181","myframe_S","E10",10,0.1511,0.2911,0.4287,0.5525,0.6603,0.7535,0.8826,0.9497,"Truncated Uniform","Model 3","J"
"3182","myframe_S","E10",15,0.1734,0.3405,0.4974,0.6313,0.7439,0.8309,0.9337,0.9796,"Truncated Uniform","Model 3","J"
"3183","myframe_S","E10",30,0.2295,0.4376,0.6125,0.7524,0.8557,0.9201,0.9821,0.9966,"Truncated Uniform","Model 3","J"
"3184","myframe_S","E10",45,0.293,0.5463,0.7371,0.8571,0.9358,0.9762,0.9972,0.9999,"Truncated Uniform","Model 3","J"
"3185","myframe_S","E10",80,0.3559,0.6541,0.8422,0.9424,0.9834,0.9959,0.9999,1,"Truncated Uniform","Model 3","J"
"3186","myframe_S","E10",130,0.4633,0.7746,0.9278,0.9824,0.9976,0.9994,1,1,"Truncated Uniform","Model 3","J"
"3187","myframe_S","E10",215,0.564,0.8781,0.9793,0.998,1,1,1,1,"Truncated Uniform","Model 3","J"
"3188","myframe_S","E10",360,0.6762,0.9528,0.9962,0.9999,1,1,1,1,"Truncated Uniform","Model 3","J"
"3189","myframe_S","E10",600,0.7936,0.9892,0.9999,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3190","myframe_S","E10",1000,0.8923,0.999,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3191","myframe_S","E11",10,0.139,0.2663,0.3877,0.4996,0.6106,0.701,0.8336,0.9118,"Truncated Uniform","Model 3","J"
"3192","myframe_S","E11",15,0.159,0.3104,0.4533,0.5803,0.6881,0.7808,0.9008,0.957,"Truncated Uniform","Model 3","J"
"3193","myframe_S","E11",30,0.2295,0.4326,0.6094,0.7452,0.8448,0.9138,0.9735,0.9922,"Truncated Uniform","Model 3","J"
"3194","myframe_S","E11",45,0.2739,0.5126,0.7032,0.8313,0.9152,0.9605,0.9939,0.9993,"Truncated Uniform","Model 3","J"
"3195","myframe_S","E11",80,0.3572,0.646,0.8323,0.9328,0.9782,0.9939,0.9996,1,"Truncated Uniform","Model 3","J"
"3196","myframe_S","E11",130,0.4355,0.75,0.9147,0.978,0.9957,0.9992,0.9999,1,"Truncated Uniform","Model 3","J"
"3197","myframe_S","E11",215,0.5385,0.8601,0.9756,0.9972,0.9999,1,1,1,"Truncated Uniform","Model 3","J"
"3198","myframe_S","E11",360,0.6638,0.9421,0.995,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3199","myframe_S","E11",600,0.7784,0.9834,0.9998,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3200","myframe_S","E11",1000,0.8745,0.9976,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3201","myframe_S","E12",10,0.1264,0.2484,0.3674,0.4768,0.574,0.6637,0.796,0.8783,"Truncated Uniform","Model 3","J"
"3202","myframe_S","E12",15,0.1396,0.2825,0.4134,0.5361,0.6409,0.7292,0.8472,0.9133,"Truncated Uniform","Model 3","J"
"3203","myframe_S","E12",30,0.1932,0.3792,0.5461,0.6807,0.7885,0.8667,0.9479,0.9791,"Truncated Uniform","Model 3","J"
"3204","myframe_S","E12",45,0.2284,0.4423,0.617,0.755,0.8503,0.9125,0.9716,0.9903,"Truncated Uniform","Model 3","J"
"3205","myframe_S","E12",80,0.3031,0.564,0.7567,0.884,0.9472,0.9772,0.9963,0.9994,"Truncated Uniform","Model 3","J"
"3206","myframe_S","E12",130,0.3831,0.6848,0.8704,0.9537,0.9854,0.9958,0.9998,1,"Truncated Uniform","Model 3","J"
"3207","myframe_S","E12",215,0.4785,0.7943,0.9384,0.9844,0.9962,0.999,1,1,"Truncated Uniform","Model 3","J"
"3208","myframe_S","E12",360,0.5993,0.897,0.9847,0.9975,0.9998,1,1,1,"Truncated Uniform","Model 3","J"
"3209","myframe_S","E12",600,0.7023,0.962,0.9975,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3210","myframe_S","E12",1000,0.813,0.9888,0.9998,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3211","myframe_S","E13",10,0.0762,0.1548,0.23,0.3081,0.3822,0.458,0.5946,0.7019,"Truncated Uniform","Model 3","J"
"3212","myframe_S","E13",15,0.0971,0.2011,0.2962,0.3867,0.4744,0.5548,0.6937,0.7959,"Truncated Uniform","Model 3","J"
"3213","myframe_S","E13",30,0.1392,0.2761,0.4078,0.5223,0.6329,0.7245,0.8404,0.9093,"Truncated Uniform","Model 3","J"
"3214","myframe_S","E13",45,0.1753,0.3412,0.4941,0.6245,0.7262,0.8057,0.9035,0.9463,"Truncated Uniform","Model 3","J"
"3215","myframe_S","E13",80,0.2226,0.4336,0.6065,0.7393,0.8347,0.8972,0.9596,0.9829,"Truncated Uniform","Model 3","J"
"3216","myframe_S","E13",130,0.2792,0.5272,0.7162,0.843,0.9187,0.9585,0.9883,0.9972,"Truncated Uniform","Model 3","J"
"3217","myframe_S","E13",215,0.3615,0.6512,0.8312,0.9276,0.9677,0.988,0.9977,1,"Truncated Uniform","Model 3","J"
"3218","myframe_S","E13",360,0.4395,0.7492,0.9099,0.9713,0.992,0.9974,1,1,"Truncated Uniform","Model 3","J"
"3219","myframe_S","E13",600,0.543,0.8552,0.9652,0.9942,0.9989,0.9999,1,1,"Truncated Uniform","Model 3","J"
"3220","myframe_S","E13",1000,0.6353,0.9241,0.9906,0.9989,1,1,1,1,"Truncated Uniform","Model 3","J"
"3221","myframe_S","E14",10,0.0495,0.098,0.1483,0.2013,0.2549,0.3051,0.4082,0.5154,"Truncated Uniform","Model 3","J"
"3222","myframe_S","E14",15,0.063,0.1257,0.1883,0.2478,0.3099,0.3728,0.4943,0.6069,"Truncated Uniform","Model 3","J"
"3223","myframe_S","E14",30,0.0852,0.1719,0.262,0.3476,0.426,0.5008,0.6335,0.7332,"Truncated Uniform","Model 3","J"
"3224","myframe_S","E14",45,0.1047,0.2151,0.3216,0.4213,0.5105,0.5903,0.7219,0.8133,"Truncated Uniform","Model 3","J"
"3225","myframe_S","E14",80,0.1387,0.2732,0.4081,0.5243,0.6255,0.7041,0.8184,0.8827,"Truncated Uniform","Model 3","J"
"3226","myframe_S","E14",130,0.1801,0.3486,0.4981,0.6273,0.7278,0.7952,0.8877,0.9345,"Truncated Uniform","Model 3","J"
"3227","myframe_S","E14",215,0.2253,0.4245,0.5967,0.7318,0.8242,0.8838,0.9511,0.9797,"Truncated Uniform","Model 3","J"
"3228","myframe_S","E14",360,0.277,0.5154,0.6966,0.8153,0.8889,0.9347,0.9811,0.9943,"Truncated Uniform","Model 3","J"
"3229","myframe_S","E14",600,0.3324,0.5971,0.7832,0.8928,0.9491,0.9791,0.9971,0.9996,"Truncated Uniform","Model 3","J"
"3230","myframe_S","E14",1000,0.3775,0.6664,0.8488,0.9441,0.9823,0.9944,0.9998,1,"Truncated Uniform","Model 3","J"
"3231","myframe_S","E15",10,0.0237,0.0476,0.0714,0.0957,0.12,0.1485,0.2058,0.2706,"Truncated Uniform","Model 3","J"
"3232","myframe_S","E15",15,0.0311,0.0612,0.0899,0.1217,0.1542,0.1868,0.251,0.329,"Truncated Uniform","Model 3","J"
"3233","myframe_S","E15",30,0.0446,0.0839,0.1289,0.1729,0.219,0.2666,0.3646,0.4656,"Truncated Uniform","Model 3","J"
"3234","myframe_S","E15",45,0.0564,0.1143,0.1703,0.2231,0.2751,0.3315,0.4452,0.5654,"Truncated Uniform","Model 3","J"
"3235","myframe_S","E15",80,0.0722,0.1408,0.2106,0.2839,0.3583,0.4321,0.5747,0.7027,"Truncated Uniform","Model 3","J"
"3236","myframe_S","E15",130,0.0859,0.1786,0.2748,0.3665,0.4543,0.5332,0.693,0.8095,"Truncated Uniform","Model 3","J"
"3237","myframe_S","E15",215,0.1153,0.2366,0.3495,0.4649,0.5677,0.6625,0.813,0.9007,"Truncated Uniform","Model 3","J"
"3238","myframe_S","E15",360,0.1483,0.2964,0.4331,0.5678,0.6818,0.7795,0.9076,0.9593,"Truncated Uniform","Model 3","J"
"3239","myframe_S","E15",600,0.1911,0.3706,0.5393,0.6804,0.7982,0.8852,0.9679,0.9888,"Truncated Uniform","Model 3","J"
"3240","myframe_S","E15",1000,0.2265,0.441,0.6328,0.7887,0.8984,0.9587,0.9946,0.9985,"Truncated Uniform","Model 3","J"
"3241","myframe_S","E16",10,0.1307,0.2663,0.3985,0.5201,0.6308,0.7323,0.8693,0.9292,"Truncated Uniform","Model 3","J"
"3242","myframe_S","E16",15,0.2755,0.52,0.7274,0.8761,0.9551,0.9863,0.9996,1,"Truncated Uniform","Model 3","J"
"3243","myframe_S","E16",30,0.4275,0.7557,0.9288,0.9908,0.9996,1,1,1,"Truncated Uniform","Model 3","J"
"3244","myframe_S","E16",45,0.5033,0.8363,0.9721,0.9976,1,1,1,1,"Truncated Uniform","Model 3","J"
"3245","myframe_S","E16",80,0.6223,0.9152,0.9863,0.9985,0.9998,1,1,1,"Truncated Uniform","Model 3","J"
"3246","myframe_S","E16",130,0.7599,0.9795,0.9992,0.9999,1,1,1,1,"Truncated Uniform","Model 3","J"
"3247","myframe_S","E16",215,0.7456,0.9696,0.9969,0.9998,1,1,1,1,"Truncated Uniform","Model 3","J"
"3248","myframe_S","E16",360,0.8581,0.9924,0.9996,0.9999,1,1,1,1,"Truncated Uniform","Model 3","J"
"3249","myframe_S","E16",600,0.9338,0.999,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3250","myframe_S","E16",1000,0.9794,0.9999,1,1,1,1,1,1,"Truncated Uniform","Model 3","J"
"3251","myframe_S","E1",10,0.0767,0.1555,0.237,0.3118,0.3876,0.4596,0.6007,0.7337,"Parabolic","Model 4","J"
"3252","myframe_S","E1",15,0.0783,0.1596,0.2372,0.3166,0.3966,0.4719,0.6151,0.7465,"Parabolic","Model 4","J"
"3253","myframe_S","E1",30,0.1493,0.2864,0.4158,0.5474,0.6519,0.7424,0.8762,0.9518,"Parabolic","Model 4","J"
"3254","myframe_S","E1",45,0.1606,0.3202,0.4669,0.5984,0.7082,0.7993,0.9186,0.9747,"Parabolic","Model 4","J"
"3255","myframe_S","E1",80,0.1954,0.3729,0.5475,0.6878,0.8023,0.882,0.9681,0.9943,"Parabolic","Model 4","J"
"3256","myframe_S","E1",130,0.2551,0.4945,0.6896,0.8255,0.9173,0.9636,0.9963,0.9998,"Parabolic","Model 4","J"
"3257","myframe_S","E1",215,0.3343,0.6124,0.8054,0.9205,0.9716,0.993,0.9998,1,"Parabolic","Model 4","J"
"3258","myframe_S","E1",360,0.411,0.7286,0.9026,0.9726,0.9949,0.9989,1,1,"Parabolic","Model 4","J"
"3259","myframe_S","E1",600,0.5178,0.8452,0.9712,0.9969,0.9997,1,1,1,"Parabolic","Model 4","J"
"3260","myframe_S","E1",1000,0.6177,0.9302,0.9935,0.9999,1,1,1,1,"Parabolic","Model 4","J"
"3261","myframe_S","E2",10,0.0699,0.1438,0.2208,0.2957,0.368,0.4354,0.5748,0.7037,"Parabolic","Model 4","J"
"3262","myframe_S","E2",15,0.1267,0.2478,0.3575,0.4654,0.5604,0.6526,0.8015,0.9005,"Parabolic","Model 4","J"
"3263","myframe_S","E2",30,0.1466,0.2818,0.4084,0.5341,0.6362,0.73,0.8678,0.9475,"Parabolic","Model 4","J"
"3264","myframe_S","E2",45,0.1883,0.3663,0.5321,0.675,0.7878,0.8694,0.9594,0.9918,"Parabolic","Model 4","J"
"3265","myframe_S","E2",80,0.2426,0.4647,0.6551,0.7938,0.889,0.9446,0.9902,0.9997,"Parabolic","Model 4","J"
"3266","myframe_S","E2",130,0.3086,0.5711,0.7645,0.8858,0.9515,0.9843,0.999,1,"Parabolic","Model 4","J"
"3267","myframe_S","E2",215,0.3841,0.6922,0.8713,0.9577,0.99,0.998,1,1,"Parabolic","Model 4","J"
"3268","myframe_S","E2",360,0.477,0.7973,0.9446,0.9911,0.999,1,1,1,"Parabolic","Model 4","J"
"3269","myframe_S","E2",600,0.5825,0.8963,0.9859,0.9987,1,1,1,1,"Parabolic","Model 4","J"
"3270","myframe_S","E2",1000,0.6935,0.9608,0.9979,1,1,1,1,1,"Parabolic","Model 4","J"
"3271","myframe_S","E3",10,0.1258,0.2419,0.3573,0.4695,0.5679,0.6591,0.8054,0.9038,"Parabolic","Model 4","J"
"3272","myframe_S","E3",15,0.1172,0.2401,0.3504,0.4585,0.5612,0.6497,0.7945,0.8994,"Parabolic","Model 4","J"
"3273","myframe_S","E3",30,0.172,0.344,0.502,0.6335,0.7436,0.8314,0.9422,0.986,"Parabolic","Model 4","J"
"3274","myframe_S","E3",45,0.2079,0.4048,0.5794,0.727,0.8318,0.9064,0.977,0.9964,"Parabolic","Model 4","J"
"3275","myframe_S","E3",80,0.2771,0.5201,0.7127,0.8505,0.928,0.9703,0.9972,0.9998,"Parabolic","Model 4","J"
"3276","myframe_S","E3",130,0.3501,0.636,0.824,0.9313,0.9779,0.9944,0.9998,1,"Parabolic","Model 4","J"
"3277","myframe_S","E3",215,0.4323,0.7507,0.9146,0.98,0.9965,0.9995,1,1,"Parabolic","Model 4","J"
"3278","myframe_S","E3",360,0.5481,0.8712,0.9761,0.9975,0.9998,1,1,1,"Parabolic","Model 4","J"
"3279","myframe_S","E3",600,0.6485,0.9441,0.996,0.9999,1,1,1,1,"Parabolic","Model 4","J"
