"","myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50","distribution","model","Diam_distribution"
"1725","myframe_S","E10",80,0.7847,0.9797,0.9987,0.9999,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1726","myframe_S","E10",130,0.8787,0.9955,0.9997,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1727","myframe_S","E10",215,0.9494,0.9993,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1728","myframe_S","E10",360,0.9877,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1729","myframe_S","E10",600,0.9982,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1730","myframe_S","E10",1000,0.9999,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1731","myframe_S","E11",10,0.5215,0.8475,0.9676,0.9956,0.9996,0.9999,1,1,"Truncated Triangles","Model 4","Uni"
"1732","myframe_S","E11",15,0.6272,0.928,0.9917,0.9993,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1733","myframe_S","E11",30,0.7935,0.9867,0.9995,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1734","myframe_S","E11",45,0.8827,0.9982,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1735","myframe_S","E11",80,0.9618,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1736","myframe_S","E11",130,0.9917,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1737","myframe_S","E11",215,0.999,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1738","myframe_S","E11",360,0.9999,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1739","myframe_S","E11",600,1,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1740","myframe_S","E11",1000,1,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1741","myframe_S","E12",10,0.4742,0.7921,0.9468,0.9919,0.9993,1,1,1,"Truncated Triangles","Model 4","Uni"
"1742","myframe_S","E12",15,0.5974,0.8995,0.9891,0.9997,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1743","myframe_S","E12",30,0.7326,0.9744,0.9993,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1744","myframe_S","E12",45,0.8295,0.9956,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1745","myframe_S","E12",80,0.9259,0.9993,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1746","myframe_S","E12",130,0.9777,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1747","myframe_S","E12",215,0.9971,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1748","myframe_S","E12",360,0.9997,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1749","myframe_S","E12",600,1,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1750","myframe_S","E12",1000,1,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1751","myframe_S","E13",10,0.3777,0.6837,0.8784,0.9694,0.9966,0.9999,1,1,"Truncated Triangles","Model 4","Uni"
"1752","myframe_S","E13",15,0.4494,0.7693,0.9361,0.9885,0.9991,1,1,1,"Truncated Triangles","Model 4","Uni"
"1753","myframe_S","E13",30,0.5977,0.911,0.9904,0.9998,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1754","myframe_S","E13",45,0.708,0.9666,0.9985,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1755","myframe_S","E13",80,0.8372,0.9946,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1756","myframe_S","E13",130,0.9298,0.9998,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1757","myframe_S","E13",215,0.9801,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1758","myframe_S","E13",360,0.9978,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1759","myframe_S","E13",600,0.9997,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1760","myframe_S","E13",1000,1,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1761","myframe_S","E14",10,0.2357,0.4661,0.6527,0.8043,0.9073,0.9673,0.9976,1,"Truncated Triangles","Model 4","Uni"
"1762","myframe_S","E14",15,0.3625,0.6684,0.8715,0.9676,0.9945,1,1,1,"Truncated Triangles","Model 4","Uni"
"1763","myframe_S","E14",30,0.4828,0.8182,0.9616,0.9956,0.9998,1,1,1,"Truncated Triangles","Model 4","Uni"
"1764","myframe_S","E14",45,0.5879,0.9094,0.9927,0.9999,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1765","myframe_S","E14",80,0.7662,0.9831,0.9998,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1766","myframe_S","E14",130,0.8581,0.9979,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1767","myframe_S","E14",215,0.939,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1768","myframe_S","E14",360,0.985,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1769","myframe_S","E14",600,0.9989,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1770","myframe_S","E14",1000,1,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1771","myframe_S","E15",10,0.2375,0.4485,0.6371,0.792,0.8991,0.9633,0.9986,0.9998,"Truncated Triangles","Model 4","Uni"
"1772","myframe_S","E15",15,0.3654,0.6656,0.8658,0.9627,0.9944,0.9998,1,1,"Truncated Triangles","Model 4","Uni"
"1773","myframe_S","E15",30,0.4322,0.7574,0.9303,0.9893,0.9988,1,1,1,"Truncated Triangles","Model 4","Uni"
"1774","myframe_S","E15",45,0.5522,0.8756,0.984,0.999,0.9999,1,1,1,"Truncated Triangles","Model 4","Uni"
"1775","myframe_S","E15",80,0.6813,0.9637,0.9982,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1776","myframe_S","E15",130,0.7977,0.9914,0.9999,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1777","myframe_S","E15",215,0.9021,0.9994,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1778","myframe_S","E15",360,0.9682,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1779","myframe_S","E15",600,0.9932,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1780","myframe_S","E15",1000,0.9997,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1781","myframe_S","E16",10,0.2301,0.4446,0.6354,0.7864,0.8915,0.9556,0.997,0.9996,"Truncated Triangles","Model 4","Uni"
"1782","myframe_S","E16",15,0.245,0.4654,0.6554,0.8039,0.908,0.9678,0.9991,1,"Truncated Triangles","Model 4","Uni"
"1783","myframe_S","E16",30,0.4074,0.7278,0.9097,0.9835,0.9981,1,1,1,"Truncated Triangles","Model 4","Uni"
"1784","myframe_S","E16",45,0.4838,0.8167,0.9613,0.9958,0.9999,1,1,1,"Truncated Triangles","Model 4","Uni"
"1785","myframe_S","E16",80,0.594,0.906,0.9917,0.9998,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1786","myframe_S","E16",130,0.7324,0.9765,0.9999,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1787","myframe_S","E16",215,0.8475,0.9975,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1788","myframe_S","E16",360,0.9417,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1789","myframe_S","E16",600,0.9833,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1790","myframe_S","E16",1000,0.9974,1,1,1,1,1,1,1,"Truncated Triangles","Model 4","Uni"
"1791","myframe_S","E1",10,0.0148,0.0318,0.0485,0.0663,0.0815,0.0966,0.1333,0.1759,"Truncated Uniform","Model 4","Uni"
"1792","myframe_S","E1",15,0.0196,0.0387,0.0628,0.0843,0.1062,0.1276,0.1735,0.2229,"Truncated Uniform","Model 4","Uni"
"1793","myframe_S","E1",30,0.0283,0.058,0.0877,0.1169,0.1461,0.1749,0.2389,0.3049,"Truncated Uniform","Model 4","Uni"
"1794","myframe_S","E1",45,0.0368,0.0717,0.1076,0.1382,0.1777,0.2144,0.2928,0.3753,"Truncated Uniform","Model 4","Uni"
"1795","myframe_S","E1",80,0.0479,0.0972,0.1473,0.1943,0.244,0.2933,0.3917,0.4887,"Truncated Uniform","Model 4","Uni"
"1796","myframe_S","E1",130,0.058,0.1218,0.1789,0.2398,0.2979,0.3586,0.4732,0.5786,"Truncated Uniform","Model 4","Uni"
"1797","myframe_S","E1",215,0.0803,0.1569,0.2374,0.3168,0.3882,0.4607,0.5993,0.7062,"Truncated Uniform","Model 4","Uni"
"1798","myframe_S","E1",360,0.1056,0.2085,0.3084,0.4032,0.4945,0.5728,0.7082,0.8046,"Truncated Uniform","Model 4","Uni"
"1799","myframe_S","E1",600,0.1326,0.2557,0.3824,0.4933,0.6006,0.683,0.8104,0.8838,"Truncated Uniform","Model 4","Uni"
"1800","myframe_S","E1",1000,0.1635,0.3216,0.4737,0.6042,0.7118,0.7964,0.8995,0.9467,"Truncated Uniform","Model 4","Uni"
"1801","myframe_S","E2",10,0.0449,0.0975,0.145,0.1944,0.2437,0.2926,0.3909,0.4963,"Truncated Uniform","Model 4","Uni"
"1802","myframe_S","E2",15,0.0615,0.128,0.192,0.2511,0.3117,0.3722,0.4931,0.6033,"Truncated Uniform","Model 4","Uni"
"1803","myframe_S","E2",30,0.0831,0.1749,0.2618,0.3482,0.4295,0.5041,0.6436,0.7507,"Truncated Uniform","Model 4","Uni"
"1804","myframe_S","E2",45,0.1129,0.2228,0.3283,0.4194,0.5181,0.6002,0.739,0.8384,"Truncated Uniform","Model 4","Uni"
"1805","myframe_S","E2",80,0.146,0.283,0.4155,0.5331,0.6368,0.7275,0.8514,0.9205,"Truncated Uniform","Model 4","Uni"
"1806","myframe_S","E2",130,0.184,0.3582,0.5161,0.6496,0.7558,0.8419,0.9344,0.9708,"Truncated Uniform","Model 4","Uni"
"1807","myframe_S","E2",215,0.2361,0.4591,0.6381,0.7749,0.8689,0.9292,0.9781,0.9938,"Truncated Uniform","Model 4","Uni"
"1808","myframe_S","E2",360,0.305,0.566,0.7607,0.8801,0.9458,0.9776,0.9955,0.9992,"Truncated Uniform","Model 4","Uni"
"1809","myframe_S","E2",600,0.3824,0.6833,0.8693,0.9528,0.9859,0.9956,0.9997,1,"Truncated Uniform","Model 4","Uni"
"1810","myframe_S","E2",1000,0.4861,0.7999,0.949,0.9892,0.998,0.9996,1,1,"Truncated Uniform","Model 4","Uni"
"1811","myframe_S","E3",10,0.0877,0.1697,0.2482,0.331,0.4104,0.4858,0.6204,0.7347,"Truncated Uniform","Model 4","Uni"
"1812","myframe_S","E3",15,0.1103,0.2196,0.3237,0.4207,0.515,0.604,0.7452,0.8453,"Truncated Uniform","Model 4","Uni"
"1813","myframe_S","E3",30,0.1547,0.3089,0.4441,0.5707,0.6781,0.7662,0.8822,0.9371,"Truncated Uniform","Model 4","Uni"
"1814","myframe_S","E3",45,0.1912,0.3693,0.5327,0.6695,0.7743,0.8505,0.9399,0.9742,"Truncated Uniform","Model 4","Uni"
"1815","myframe_S","E3",80,0.2581,0.4873,0.6681,0.8074,0.8942,0.9436,0.9842,0.9958,"Truncated Uniform","Model 4","Uni"
"1816","myframe_S","E3",130,0.3113,0.5836,0.7802,0.896,0.9551,0.9815,0.997,0.9995,"Truncated Uniform","Model 4","Uni"
"1817","myframe_S","E3",215,0.4037,0.7104,0.8868,0.9646,0.9893,0.9968,0.9997,1,"Truncated Uniform","Model 4","Uni"
"1818","myframe_S","E3",360,0.5098,0.828,0.9565,0.9924,0.9987,0.9996,1,1,"Truncated Uniform","Model 4","Uni"
"1819","myframe_S","E3",600,0.6235,0.919,0.9898,0.9992,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1820","myframe_S","E3",1000,0.7443,0.9757,0.999,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1821","myframe_S","E4",10,0.1329,0.2734,0.4043,0.52,0.6332,0.7223,0.8516,0.9146,"Truncated Uniform","Model 4","Uni"
"1822","myframe_S","E4",15,0.1526,0.3092,0.4501,0.5795,0.6918,0.7813,0.8929,0.9401,"Truncated Uniform","Model 4","Uni"
"1823","myframe_S","E4",30,0.2228,0.4338,0.6159,0.754,0.8503,0.9115,0.97,0.9888,"Truncated Uniform","Model 4","Uni"
"1824","myframe_S","E4",45,0.2637,0.5047,0.6892,0.8204,0.9044,0.9505,0.9848,0.9949,"Truncated Uniform","Model 4","Uni"
"1825","myframe_S","E4",80,0.353,0.6515,0.8313,0.9306,0.9745,0.9902,0.9984,0.9999,"Truncated Uniform","Model 4","Uni"
"1826","myframe_S","E4",130,0.4409,0.7679,0.9216,0.976,0.9939,0.9986,0.9999,1,"Truncated Uniform","Model 4","Uni"
"1827","myframe_S","E4",215,0.5359,0.8606,0.9748,0.9967,0.9992,0.9999,1,1,"Truncated Uniform","Model 4","Uni"
"1828","myframe_S","E4",360,0.6683,0.9454,0.9954,0.9997,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1829","myframe_S","E4",600,0.7874,0.9879,0.9999,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1830","myframe_S","E4",1000,0.8892,0.9978,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1831","myframe_S","E5",10,0.1641,0.3179,0.459,0.5925,0.701,0.7894,0.8993,0.9463,"Truncated Uniform","Model 4","Uni"
"1832","myframe_S","E5",15,0.2018,0.3859,0.5588,0.6958,0.8028,0.8724,0.9456,0.9796,"Truncated Uniform","Model 4","Uni"
"1833","myframe_S","E5",30,0.2774,0.5306,0.7294,0.8554,0.9312,0.9663,0.9919,0.9982,"Truncated Uniform","Model 4","Uni"
"1834","myframe_S","E5",45,0.3369,0.628,0.8263,0.9254,0.9735,0.9889,0.9981,0.9999,"Truncated Uniform","Model 4","Uni"
"1835","myframe_S","E5",80,0.4503,0.7632,0.9233,0.9825,0.9966,0.999,1,1,"Truncated Uniform","Model 4","Uni"
"1836","myframe_S","E5",130,0.5529,0.8683,0.9761,0.9971,0.9994,0.9999,1,1,"Truncated Uniform","Model 4","Uni"
"1837","myframe_S","E5",215,0.6719,0.9529,0.9975,0.9999,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1838","myframe_S","E5",360,0.8018,0.9903,0.9999,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1839","myframe_S","E5",600,0.8966,0.9987,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1840","myframe_S","E5",1000,0.9645,0.9999,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1841","myframe_S","E6",10,0.235,0.4453,0.6297,0.7703,0.8714,0.928,0.9771,0.9933,"Truncated Uniform","Model 4","Uni"
"1842","myframe_S","E6",15,0.2902,0.5438,0.7321,0.8647,0.9365,0.9716,0.9948,0.9996,"Truncated Uniform","Model 4","Uni"
"1843","myframe_S","E6",30,0.3649,0.6656,0.857,0.9484,0.983,0.9942,0.9997,1,"Truncated Uniform","Model 4","Uni"
"1844","myframe_S","E6",45,0.4471,0.7681,0.9321,0.9846,0.9964,0.9994,1,1,"Truncated Uniform","Model 4","Uni"
"1845","myframe_S","E6",80,0.5693,0.8871,0.9809,0.9981,0.9999,1,1,1,"Truncated Uniform","Model 4","Uni"
"1846","myframe_S","E6",130,0.6968,0.9575,0.9968,0.9997,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1847","myframe_S","E6",215,0.8055,0.99,0.9996,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1848","myframe_S","E6",360,0.9145,0.9994,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1849","myframe_S","E6",600,0.9688,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1850","myframe_S","E6",1000,0.9957,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1851","myframe_S","E7",10,0.2311,0.4481,0.6302,0.7739,0.884,0.9507,0.9938,0.9991,"Truncated Uniform","Model 4","Uni"
"1852","myframe_S","E7",15,0.3431,0.6325,0.8193,0.9328,0.9815,0.997,0.9999,1,"Truncated Uniform","Model 4","Uni"
"1853","myframe_S","E7",30,0.4721,0.7975,0.9477,0.9915,0.9991,1,1,1,"Truncated Uniform","Model 4","Uni"
"1854","myframe_S","E7",45,0.5688,0.8913,0.9837,0.9993,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1855","myframe_S","E7",80,0.7232,0.9702,0.9984,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1856","myframe_S","E7",130,0.8466,0.9938,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1857","myframe_S","E7",215,0.9343,0.9995,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1858","myframe_S","E7",360,0.9796,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1859","myframe_S","E7",600,0.9977,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1860","myframe_S","E7",1000,0.9997,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1861","myframe_S","E8",10,0.3488,0.6373,0.8358,0.9435,0.986,0.9981,1,1,"Truncated Uniform","Model 4","Uni"
"1862","myframe_S","E8",15,0.4963,0.816,0.9566,0.9933,0.9996,0.9999,1,1,"Truncated Uniform","Model 4","Uni"
"1863","myframe_S","E8",30,0.6587,0.9459,0.9954,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1864","myframe_S","E8",45,0.7575,0.982,0.9997,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1865","myframe_S","E8",80,0.8663,0.9981,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1866","myframe_S","E8",130,0.9451,0.9999,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1867","myframe_S","E8",215,0.9868,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1868","myframe_S","E8",360,0.9986,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1869","myframe_S","E8",600,0.9999,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1870","myframe_S","E8",1000,1,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1871","myframe_S","E9",10,0.3398,0.6363,0.8318,0.9411,0.9859,0.998,1,1,"Truncated Uniform","Model 4","Uni"
"1872","myframe_S","E9",15,0.483,0.8165,0.9569,0.9936,0.9997,1,1,1,"Truncated Uniform","Model 4","Uni"
"1873","myframe_S","E9",30,0.6596,0.9448,0.9968,0.9999,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1874","myframe_S","E9",45,0.7548,0.9803,0.9999,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1875","myframe_S","E9",80,0.8895,0.9983,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1876","myframe_S","E9",130,0.9646,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1877","myframe_S","E9",215,0.9929,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1878","myframe_S","E9",360,0.9997,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1879","myframe_S","E9",600,1,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1880","myframe_S","E9",1000,1,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1881","myframe_S","E10",10,0.492,0.8147,0.9563,0.9943,0.9996,1,1,1,"Truncated Uniform","Model 4","Uni"
"1882","myframe_S","E10",15,0.5918,0.8984,0.9872,0.9997,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1883","myframe_S","E10",30,0.7166,0.9716,0.9989,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1884","myframe_S","E10",45,0.8272,0.9947,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1885","myframe_S","E10",80,0.9184,0.9996,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1886","myframe_S","E10",130,0.9778,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1887","myframe_S","E10",215,0.9955,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1888","myframe_S","E10",360,0.9999,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1889","myframe_S","E10",600,1,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1890","myframe_S","E10",1000,1,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1891","myframe_S","E11",10,0.496,0.8282,0.9609,0.9952,0.9994,1,1,1,"Truncated Uniform","Model 4","Uni"
"1892","myframe_S","E11",15,0.5895,0.9029,0.9901,0.9996,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1893","myframe_S","E11",30,0.7673,0.9833,0.9998,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1894","myframe_S","E11",45,0.8433,0.9962,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1895","myframe_S","E11",80,0.9455,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1896","myframe_S","E11",130,0.9868,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1897","myframe_S","E11",215,0.9985,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1898","myframe_S","E11",360,0.9999,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1899","myframe_S","E11",600,1,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1900","myframe_S","E11",1000,1,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1901","myframe_S","E12",10,0.5606,0.892,0.9846,0.999,0.9999,1,1,1,"Truncated Uniform","Model 4","Uni"
"1902","myframe_S","E12",15,0.634,0.9344,0.9955,0.9999,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1903","myframe_S","E12",30,0.8123,0.9909,0.9999,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1904","myframe_S","E12",45,0.875,0.9972,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1905","myframe_S","E12",80,0.9575,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1906","myframe_S","E12",130,0.9907,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1907","myframe_S","E12",215,0.9994,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1908","myframe_S","E12",360,1,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1909","myframe_S","E12",600,1,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1910","myframe_S","E12",1000,1,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1911","myframe_S","E13",10,0.4488,0.77,0.9256,0.9783,0.9944,0.9982,0.9996,0.9999,"Truncated Uniform","Model 4","Uni"
"1912","myframe_S","E13",15,0.5627,0.8829,0.9775,0.9961,0.9989,1,1,1,"Truncated Uniform","Model 4","Uni"
"1913","myframe_S","E13",30,0.7356,0.9736,0.9996,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1914","myframe_S","E13",45,0.8269,0.9926,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1915","myframe_S","E13",80,0.9352,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1916","myframe_S","E13",130,0.9777,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1917","myframe_S","E13",215,0.9965,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1918","myframe_S","E13",360,0.9998,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1919","myframe_S","E13",600,1,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1920","myframe_S","E13",1000,1,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1921","myframe_S","E14",10,0.3048,0.5651,0.7464,0.854,0.9086,0.941,0.9707,0.9849,"Truncated Uniform","Model 4","Uni"
"1922","myframe_S","E14",15,0.3708,0.6681,0.839,0.9218,0.9584,0.9747,0.9914,0.9969,"Truncated Uniform","Model 4","Uni"
"1923","myframe_S","E14",30,0.4981,0.8171,0.9405,0.9821,0.9942,0.9973,0.9998,1,"Truncated Uniform","Model 4","Uni"
"1924","myframe_S","E14",45,0.5975,0.895,0.9766,0.9948,0.999,0.9998,1,1,"Truncated Uniform","Model 4","Uni"
"1925","myframe_S","E14",80,0.7385,0.9697,0.9975,0.9998,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1926","myframe_S","E14",130,0.8383,0.9922,0.9998,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1927","myframe_S","E14",215,0.9253,0.9992,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1928","myframe_S","E14",360,0.9767,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1929","myframe_S","E14",600,0.9949,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1930","myframe_S","E14",1000,0.9999,1,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1931","myframe_S","E15",10,0.1113,0.2266,0.3483,0.4668,0.5685,0.6584,0.7678,0.8162,"Truncated Uniform","Model 4","Uni"
"1932","myframe_S","E15",15,0.1535,0.292,0.4341,0.5609,0.6695,0.7482,0.8362,0.8741,"Truncated Uniform","Model 4","Uni"
"1933","myframe_S","E15",30,0.2122,0.4134,0.5824,0.7293,0.8267,0.8787,0.9258,0.9529,"Truncated Uniform","Model 4","Uni"
"1934","myframe_S","E15",45,0.2617,0.5004,0.6841,0.814,0.888,0.9245,0.9637,0.9821,"Truncated Uniform","Model 4","Uni"
"1935","myframe_S","E15",80,0.3456,0.632,0.8209,0.9163,0.9557,0.9768,0.9932,0.9966,"Truncated Uniform","Model 4","Uni"
"1936","myframe_S","E15",130,0.434,0.7508,0.9134,0.9667,0.9869,0.9939,0.9992,0.9999,"Truncated Uniform","Model 4","Uni"
"1937","myframe_S","E15",215,0.5425,0.8658,0.9678,0.9928,0.9985,0.9994,0.9999,0.9999,"Truncated Uniform","Model 4","Uni"
"1938","myframe_S","E15",360,0.6599,0.9429,0.9931,0.9993,0.9999,1,1,1,"Truncated Uniform","Model 4","Uni"
"1939","myframe_S","E15",600,0.7816,0.9879,0.9993,0.9999,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1940","myframe_S","E15",1000,0.8901,0.9984,1,1,1,1,1,1,"Truncated Uniform","Model 4","Uni"
"1941","myframe_S","E16",10,0.0608,0.1247,0.1895,0.2526,0.3147,0.3738,0.4965,0.6116,"Truncated Uniform","Model 4","Uni"
"1942","myframe_S","E16",15,0.104,0.2079,0.3053,0.4058,0.5008,0.5949,0.7467,0.859,"Truncated Uniform","Model 4","Uni"
"1943","myframe_S","E16",30,0.1539,0.2956,0.4297,0.5486,0.6652,0.7589,0.9011,0.9667,"Truncated Uniform","Model 4","Uni"
"1944","myframe_S","E16",45,0.1703,0.3274,0.4691,0.5993,0.7205,0.819,0.94,0.9842,"Truncated Uniform","Model 4","Uni"
"1945","myframe_S","E16",80,0.2595,0.4888,0.6873,0.8375,0.9344,0.9846,0.9999,1,"Truncated Uniform","Model 4","Uni"
"1946","myframe_S","E16",130,0.2587,0.4987,0.7024,0.8565,0.9464,0.9892,1,1,"Truncated Uniform","Model 4","Uni"
