"grp","biomass","percent"
"10-20",363251.91879017,0.275850180009221
"20-30",3759465.3780309,2.85490357414272
"30-40",15763247.0585301,11.9704654365146
"40-50",34507139.1720421,26.2044054272691
"50-60",40406509.1694008,30.6843329693791
"60-70",25728424.937503,19.5379302441168
"70-80",9035051.005301,6.86113497901285
"80-90",1898196.590494,1.44147310473843
"90-100",223210.599502,0.169504084817126
