"myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50","distribution","model","Diam_distribution","dist_name","tree_count"
"myframe_S",2,"n215",0.3188,0.5877,0.7926,0.9077,0.96,0.9843,0.998,0.9995,"Truncated uniform left","Model 1","Arb","Truncated uniform left",215
"myframe_S",2,"n360",0.4059,0.712,0.8915,0.9695,0.9925,0.998,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",360
"myframe_S",2,"n600",0.4997,0.8263,0.9616,0.9943,0.9996,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",600
"myframe_S",2,"n1000",0.6236,0.9205,0.9926,0.9997,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",1000
"myframe_S",3,"n10",0.1214,0.2407,0.3573,0.4608,0.5612,0.6531,0.7974,0.8825,"Truncated uniform left","Model 1","Arb","Truncated uniform left",10
"myframe_S",3,"n15",0.1617,0.3177,0.4535,0.5861,0.6976,0.7826,0.8998,0.9525,"Truncated uniform left","Model 1","Arb","Truncated uniform left",15
"myframe_S",3,"n30",0.232,0.4507,0.6203,0.7583,0.8596,0.9191,0.975,0.9918,"Truncated uniform left","Model 1","Arb","Truncated uniform left",30
"myframe_S",3,"n45",0.2805,0.527,0.7223,0.8546,0.9306,0.9658,0.9927,0.9988,"Truncated uniform left","Model 1","Arb","Truncated uniform left",45
"myframe_S",3,"n80",0.3777,0.6708,0.8549,0.9439,0.9809,0.9944,0.9996,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",80
"myframe_S",3,"n130",0.465,0.7807,0.9299,0.9831,0.9964,0.9994,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",130
"myframe_S",3,"n215",0.5716,0.8906,0.9836,0.9977,0.9999,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",215
"myframe_S",3,"n360",0.6939,0.9619,0.9972,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",360
"myframe_S",3,"n600",0.8137,0.9929,0.9999,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",600
"myframe_S",3,"n1000",0.9108,0.9995,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",1000
"myframe_S",4,"n10",0.2052,0.3977,0.5662,0.7135,0.8231,0.8965,0.9659,0.9899,"Truncated uniform left","Model 1","Arb","Truncated uniform left",10
"myframe_S",4,"n15",0.2396,0.466,0.6525,0.7877,0.8809,0.9376,0.9847,0.9952,"Truncated uniform left","Model 1","Arb","Truncated uniform left",15
"myframe_S",4,"n30",0.3302,0.6159,0.8114,0.9229,0.973,0.9889,0.9992,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",30
"myframe_S",4,"n45",0.4032,0.6974,0.8829,0.9661,0.9903,0.9974,0.9999,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",45
"myframe_S",4,"n80",0.5175,0.8469,0.9656,0.9941,0.9993,0.9999,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",80
"myframe_S",4,"n130",0.6402,0.9327,0.9926,0.9996,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",130
"myframe_S",4,"n215",0.7646,0.9835,0.9996,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",215
"myframe_S",4,"n360",0.8697,0.998,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",360
"myframe_S",4,"n600",0.9501,0.9998,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",600
"myframe_S",4,"n1000",0.9887,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",1000
"myframe_S",5,"n10",0.2849,0.532,0.7297,0.8683,0.9469,0.9821,0.9982,0.9996,"Truncated uniform left","Model 1","Arb","Truncated uniform left",10
"myframe_S",5,"n15",0.3517,0.6367,0.8317,0.9373,0.9852,0.9975,0.9999,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",15
"myframe_S",5,"n30",0.4856,0.8079,0.9503,0.9917,0.9988,0.9998,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",30
"myframe_S",5,"n45",0.5741,0.8869,0.9851,0.9988,0.9999,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",45
"myframe_S",5,"n80",0.7121,0.9684,0.9989,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",80
"myframe_S",5,"n130",0.8247,0.9935,0.9999,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",130
"myframe_S",5,"n215",0.9227,0.9997,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",215
"myframe_S",5,"n360",0.9801,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",360
"myframe_S",5,"n600",0.9964,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",600
"myframe_S",5,"n1000",0.9999,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",1000
"myframe_S",6,"n10",0.4482,0.7669,0.9279,0.9862,0.9988,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",10
"myframe_S",6,"n15",0.53,0.853,0.9741,0.9973,0.9999,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",15
"myframe_S",6,"n30",0.6564,0.9477,0.996,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",30
"myframe_S",6,"n45",0.7663,0.9837,0.9996,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",45
"myframe_S",6,"n80",0.8713,0.9981,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",80
"myframe_S",6,"n130",0.9543,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",130
"myframe_S",6,"n215",0.9898,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",215
"myframe_S",6,"n360",0.999,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",360
"myframe_S",6,"n600",1,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",600
"myframe_S",6,"n1000",1,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",1000
"myframe_S",7,"n10",0.3456,0.6236,0.8217,0.9263,0.9763,0.9928,0.9994,0.9999,"Truncated uniform left","Model 1","Arb","Truncated uniform left",10
"myframe_S",7,"n15",0.4767,0.7985,0.944,0.9846,0.9967,0.9986,0.9999,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",15
"myframe_S",7,"n30",0.6363,0.9218,0.9917,0.9996,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",30
"myframe_S",7,"n45",0.7288,0.9692,0.9988,0.9999,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",45
"myframe_S",7,"n80",0.8686,0.9965,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",80
"myframe_S",7,"n130",0.9518,0.9998,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",130
"myframe_S",7,"n215",0.9882,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",215
"myframe_S",7,"n360",0.9993,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",360
"myframe_S",7,"n600",1,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",600
"myframe_S",7,"n1000",1,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",1000
"myframe_S",8,"n10",0.2968,0.5551,0.7438,0.8689,0.9382,0.9707,0.993,0.9987,"Truncated uniform left","Model 1","Arb","Truncated uniform left",10
"myframe_S",8,"n15",0.4043,0.7055,0.8757,0.955,0.9849,0.995,0.9994,0.9999,"Truncated uniform left","Model 1","Arb","Truncated uniform left",15
"myframe_S",8,"n30",0.5356,0.8503,0.9655,0.9942,0.9985,0.9999,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",30
"myframe_S",8,"n45",0.6203,0.9185,0.9901,0.9989,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",45
"myframe_S",8,"n80",0.7471,0.9738,0.999,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",80
"myframe_S",8,"n130",0.8458,0.9947,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",130
"myframe_S",8,"n215",0.9277,0.9997,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",215
"myframe_S",8,"n360",0.9822,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",360
"myframe_S",8,"n600",0.9983,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",600
"myframe_S",8,"n1000",0.9999,1,1,1,1,1,1,1,"Truncated uniform left","Model 1","Arb","Truncated uniform left",1000
"myframe_S",1,"n10",0.1875,0.3738,0.5373,0.6794,0.7871,0.8577,0.9428,0.9772,"Parabolic","Model 3","Arb","Parabolic",10
"myframe_S",1,"n15",0.1994,0.3829,0.544,0.6849,0.7908,0.8589,0.9401,0.9761,"Parabolic","Model 3","Arb","Parabolic",15
"myframe_S",1,"n30",0.3299,0.6128,0.7986,0.907,0.9551,0.9793,0.9965,0.9997,"Parabolic","Model 3","Arb","Parabolic",30
"myframe_S",1,"n45",0.3674,0.6673,0.8509,0.9399,0.9762,0.9903,0.9991,1,"Parabolic","Model 3","Arb","Parabolic",45
"myframe_S",1,"n80",0.4353,0.7621,0.9186,0.974,0.9913,0.9977,1,1,"Parabolic","Model 3","Arb","Parabolic",80
"myframe_S",1,"n130",0.5504,0.8768,0.9751,0.9952,0.999,0.9997,1,1,"Parabolic","Model 3","Arb","Parabolic",130
"myframe_S",1,"n215",0.6759,0.9496,0.9954,0.9999,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",215
"myframe_S",1,"n360",0.7955,0.9891,0.9997,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",360
"myframe_S",1,"n600",0.9046,0.9985,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",600
"myframe_S",1,"n1000",0.9678,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",1000
"myframe_S",2,"n10",0.1864,0.3591,0.5152,0.6454,0.7557,0.8342,0.9272,0.968,"Parabolic","Model 3","Arb","Parabolic",10
"myframe_S",2,"n15",0.2816,0.5432,0.7355,0.8551,0.9202,0.9576,0.9872,0.9964,"Parabolic","Model 3","Arb","Parabolic",15
"myframe_S",2,"n30",0.3327,0.5971,0.7867,0.8979,0.9545,0.9791,0.9964,0.9996,"Parabolic","Model 3","Arb","Parabolic",30
"myframe_S",2,"n45",0.4375,0.7577,0.9191,0.9762,0.9923,0.9977,0.9998,1,"Parabolic","Model 3","Arb","Parabolic",45
"myframe_S",2,"n80",0.54,0.8606,0.9708,0.9943,0.9988,0.9997,1,1,"Parabolic","Model 3","Arb","Parabolic",80
"myframe_S",2,"n130",0.6456,0.9381,0.994,0.9995,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",130
"myframe_S",2,"n215",0.7617,0.9823,0.9988,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",215
"myframe_S",2,"n360",0.87,0.9971,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",360
"myframe_S",2,"n600",0.9531,0.9999,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",600
"myframe_S",2,"n1000",0.9899,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",1000
"myframe_S",3,"n10",0.3008,0.5549,0.7397,0.8617,0.9316,0.9656,0.9914,0.998,"Parabolic","Model 3","Arb","Parabolic",10
"myframe_S",3,"n15",0.2931,0.5402,0.7274,0.8513,0.9229,0.958,0.9883,0.9972,"Parabolic","Model 3","Arb","Parabolic",15
"myframe_S",3,"n30",0.409,0.7193,0.8922,0.9627,0.9874,0.9953,0.9992,1,"Parabolic","Model 3","Arb","Parabolic",30
"myframe_S",3,"n45",0.4819,0.8002,0.9406,0.9834,0.9954,0.9995,1,1,"Parabolic","Model 3","Arb","Parabolic",45
"myframe_S",3,"n80",0.6018,0.9083,0.9855,0.9985,0.9996,1,1,1,"Parabolic","Model 3","Arb","Parabolic",80
"myframe_S",3,"n130",0.7143,0.9682,0.9984,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",130
"myframe_S",3,"n215",0.8394,0.9947,0.9999,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",215
"myframe_S",3,"n360",0.9249,0.9993,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",360
"myframe_S",3,"n600",0.9784,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",600
"myframe_S",3,"n1000",0.9972,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",1000
"myframe_S",4,"n10",0.2854,0.5338,0.7246,0.8547,0.9263,0.9598,0.9889,0.9967,"Parabolic","Model 3","Arb","Parabolic",10
"myframe_S",4,"n15",0.3264,0.6048,0.7898,0.9034,0.9564,0.9798,0.9966,0.9994,"Parabolic","Model 3","Arb","Parabolic",15
"myframe_S",4,"n30",0.472,0.7895,0.935,0.9805,0.9945,0.9981,0.9999,1,"Parabolic","Model 3","Arb","Parabolic",30
"myframe_S",4,"n45",0.5392,0.8558,0.9683,0.994,0.999,0.9997,1,1,"Parabolic","Model 3","Arb","Parabolic",45
"myframe_S",4,"n80",0.6607,0.9425,0.9936,0.9993,0.9999,1,1,1,"Parabolic","Model 3","Arb","Parabolic",80
"myframe_S",4,"n130",0.772,0.9835,0.999,0.9999,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",130
"myframe_S",4,"n215",0.891,0.9971,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",215
"myframe_S",4,"n360",0.9561,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",360
"myframe_S",4,"n600",0.9889,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",600
"myframe_S",4,"n1000",0.9986,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",1000
"myframe_S",5,"n10",0.3831,0.681,0.8677,0.9498,0.9839,0.9942,0.9997,1,"Parabolic","Model 3","Arb","Parabolic",10
"myframe_S",5,"n15",0.4124,0.7268,0.8938,0.9648,0.9884,0.9975,0.9999,1,"Parabolic","Model 3","Arb","Parabolic",15
"myframe_S",5,"n30",0.5797,0.8921,0.9817,0.9975,0.9997,0.9999,1,1,"Parabolic","Model 3","Arb","Parabolic",30
"myframe_S",5,"n45",0.6607,0.9418,0.9927,0.9992,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",45
"myframe_S",5,"n80",0.8024,0.9885,0.9995,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",80
"myframe_S",5,"n130",0.8969,0.9983,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",130
"myframe_S",5,"n215",0.9633,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",215
"myframe_S",5,"n360",0.9946,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",360
"myframe_S",5,"n600",0.9997,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",600
"myframe_S",5,"n1000",0.9999,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",1000
"myframe_S",6,"n10",0.3801,0.6864,0.8682,0.9555,0.9861,0.9953,0.9996,1,"Parabolic","Model 3","Arb","Parabolic",10
"myframe_S",6,"n15",0.4821,0.7947,0.9405,0.9875,0.9978,0.9998,1,1,"Parabolic","Model 3","Arb","Parabolic",15
"myframe_S",6,"n30",0.6256,0.9205,0.9904,0.9993,0.9999,1,1,1,"Parabolic","Model 3","Arb","Parabolic",30
"myframe_S",6,"n45",0.711,0.9655,0.9977,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",45
"myframe_S",6,"n80",0.8437,0.9946,0.9998,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",80
"myframe_S",6,"n130",0.9239,0.9996,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",130
"myframe_S",6,"n215",0.9753,0.9999,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",215
"myframe_S",6,"n360",0.9972,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",360
"myframe_S",6,"n600",0.9999,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",600
"myframe_S",6,"n1000",1,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",1000
"myframe_S",7,"n10",0.4353,0.7461,0.913,0.9775,0.997,0.9998,1,1,"Parabolic","Model 3","Arb","Parabolic",10
"myframe_S",7,"n15",0.4807,0.7989,0.9431,0.9876,0.9977,0.9994,1,1,"Parabolic","Model 3","Arb","Parabolic",15
"myframe_S",7,"n30",0.6658,0.9471,0.9958,0.9999,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",30
"myframe_S",7,"n45",0.7514,0.9736,0.999,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",45
"myframe_S",7,"n80",0.8866,0.9981,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",80
"myframe_S",7,"n130",0.9493,0.9996,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",130
"myframe_S",7,"n215",0.9881,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",215
"myframe_S",7,"n360",0.999,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",360
"myframe_S",7,"n600",1,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",600
"myframe_S",7,"n1000",1,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",1000
"myframe_S",8,"n10",0.5198,0.8443,0.9711,0.9963,0.9996,0.9999,1,1,"Parabolic","Model 3","Arb","Parabolic",10
"myframe_S",8,"n15",0.5626,0.8858,0.979,0.9984,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",15
"myframe_S",8,"n30",0.7027,0.9595,0.9981,0.9998,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",30
"myframe_S",8,"n45",0.8042,0.9894,0.9996,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",45
"myframe_S",8,"n80",0.9132,0.9991,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",80
"myframe_S",8,"n130",0.9722,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",130
"myframe_S",8,"n215",0.9951,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",215
"myframe_S",8,"n360",0.9992,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",360
"myframe_S",8,"n600",1,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",600
"myframe_S",8,"n1000",1,1,1,1,1,1,1,1,"Parabolic","Model 3","Arb","Parabolic",1000
"myframe_S",1,"n10",0.3016,0.5589,0.7493,0.8714,0.9369,0.9685,0.991,0.9982,"Proportional","Model 3","Arb","Proportional",10
"myframe_S",1,"n15",0.399,0.714,0.8876,0.9602,0.9874,0.996,0.9997,0.9999,"Proportional","Model 3","Arb","Proportional",15
"myframe_S",1,"n30",0.5415,0.8613,0.97,0.9948,0.999,0.9999,1,1,"Proportional","Model 3","Arb","Proportional",30
"myframe_S",1,"n45",0.6302,0.9256,0.9918,0.9988,0.9999,1,1,1,"Proportional","Model 3","Arb","Proportional",45
"myframe_S",1,"n80",0.7873,0.9838,0.9987,1,1,1,1,1,"Proportional","Model 3","Arb","Proportional",80
"myframe_S",1,"n130",0.883,0.9987,1,1,1,1,1,1,"Proportional","Model 3","Arb","Proportional",130
"myframe_S",1,"n215",0.9546,1,1,1,1,1,1,1,"Proportional","Model 3","Arb","Proportional",215
"myframe_S",1,"n360",0.9916,1,1,1,1,1,1,1,"Proportional","Model 3","Arb","Proportional",360
"myframe_S",1,"n600",0.9989,1,1,1,1,1,1,1,"Proportional","Model 3","Arb","Proportional",600
"myframe_S",1,"n1000",1,1,1,1,1,1,1,1,"Proportional","Model 3","Arb","Proportional",1000
"myframe_S",1,"n10",0.0198,0.0405,0.0598,0.0816,0.1031,0.1253,0.1684,0.2217,"Skewed left","Model 3","Arb","Skewed left",10
"myframe_S",1,"n15",0.0242,0.05,0.0762,0.1033,0.1271,0.1535,0.2118,0.2703,"Skewed left","Model 3","Arb","Skewed left",15
"myframe_S",1,"n30",0.0383,0.0755,0.1127,0.1491,0.1881,0.2243,0.3,0.3821,"Skewed left","Model 3","Arb","Skewed left",30
"myframe_S",1,"n45",0.0472,0.0898,0.136,0.1831,0.2269,0.2738,0.363,0.4541,"Skewed left","Model 3","Arb","Skewed left",45
"myframe_S",1,"n80",0.0624,0.1229,0.1812,0.2425,0.2998,0.3645,0.4721,0.5783,"Skewed left","Model 3","Arb","Skewed left",80
"myframe_S",1,"n130",0.0829,0.1643,0.2368,0.3115,0.3803,0.4486,0.5768,0.6797,"Skewed left","Model 3","Arb","Skewed left",130
"myframe_S",1,"n215",0.1011,0.1983,0.2917,0.3837,0.4663,0.5451,0.6776,0.7703,"Skewed left","Model 3","Arb","Skewed left",215
"myframe_S",1,"n360",0.1235,0.2438,0.3588,0.4691,0.5668,0.6529,0.7779,0.8493,"Skewed left","Model 3","Arb","Skewed left",360
"myframe_S",1,"n600",0.1593,0.3133,0.4543,0.5754,0.6724,0.753,0.8598,0.9165,"Skewed left","Model 3","Arb","Skewed left",600
"myframe_S",1,"n1000",0.1941,0.3793,0.5373,0.6665,0.7659,0.8375,0.9183,0.9628,"Skewed left","Model 3","Arb","Skewed left",1000
"myframe_S",2,"n10",0.0621,0.1135,0.1692,0.2257,0.2804,0.3364,0.4522,0.5517,"Skewed left","Model 3","Arb","Skewed left",10
"myframe_S",2,"n15",0.0676,0.146,0.2193,0.2943,0.3619,0.4313,0.5646,0.6829,"Skewed left","Model 3","Arb","Skewed left",15
"myframe_S",2,"n30",0.1106,0.2168,0.3163,0.4146,0.509,0.5957,0.7364,0.8345,"Skewed left","Model 3","Arb","Skewed left",30
"myframe_S",2,"n45",0.1313,0.2567,0.3832,0.5025,0.6036,0.6979,0.833,0.9095,"Skewed left","Model 3","Arb","Skewed left",45
"myframe_S",2,"n80",0.1792,0.3449,0.4971,0.6319,0.7421,0.8285,0.9278,0.9688,"Skewed left","Model 3","Arb","Skewed left",80
"myframe_S",2,"n130",0.2291,0.4412,0.6153,0.7557,0.8634,0.9241,0.9767,0.992,"Skewed left","Model 3","Arb","Skewed left",130
"myframe_S",2,"n215",0.2921,0.5455,0.7343,0.8603,0.9347,0.971,0.9931,0.9989,"Skewed left","Model 3","Arb","Skewed left",215
"myframe_S",2,"n360",0.3657,0.6616,0.8527,0.9477,0.9844,0.9954,0.9998,1,"Skewed left","Model 3","Arb","Skewed left",360
"myframe_S",2,"n600",0.4585,0.7871,0.9366,0.9856,0.998,1,1,1,"Skewed left","Model 3","Arb","Skewed left",600
"myframe_S",2,"n1000",0.5775,0.8961,0.9839,0.9994,1,1,1,1,"Skewed left","Model 3","Arb","Skewed left",1000
"myframe_S",3,"n10",0.1076,0.2171,0.3253,0.4272,0.5223,0.6068,0.7531,0.8636,"Skewed left","Model 3","Arb","Skewed left",10
"myframe_S",3,"n15",0.1315,0.2692,0.3964,0.5184,0.6195,0.7127,0.8477,0.9251,"Skewed left","Model 3","Arb","Skewed left",15
"myframe_S",3,"n30",0.1826,0.3503,0.5066,0.6452,0.7588,0.8385,0.9386,0.9778,"Skewed left","Model 3","Arb","Skewed left",30
"myframe_S",3,"n45",0.2318,0.4398,0.6164,0.7589,0.858,0.9214,0.9806,0.9943,"Skewed left","Model 3","Arb","Skewed left",45
"myframe_S",3,"n80",0.293,0.5458,0.7457,0.8761,0.9405,0.9746,0.9963,0.9999,"Skewed left","Model 3","Arb","Skewed left",80
"myframe_S",3,"n130",0.3802,0.675,0.8612,0.95,0.9834,0.9952,0.9999,1,"Skewed left","Model 3","Arb","Skewed left",130
"myframe_S",3,"n215",0.4684,0.7985,0.9453,0.9874,0.9979,0.9996,1,1,"Skewed left","Model 3","Arb","Skewed left",215
"myframe_S",3,"n360",0.5875,0.903,0.986,0.999,1,1,1,1,"Skewed left","Model 3","Arb","Skewed left",360
"myframe_S",3,"n600",0.7177,0.9651,0.9983,1,1,1,1,1,"Skewed left","Model 3","Arb","Skewed left",600
"myframe_S",3,"n1000",0.8278,0.9937,0.9998,1,1,1,1,1,"Skewed left","Model 3","Arb","Skewed left",1000
"myframe_S",4,"n10",0.1399,0.2762,0.4117,0.5264,0.6367,0.7372,0.8827,0.9555,"Skewed left","Model 3","Arb","Skewed left",10
"myframe_S",4,"n15",0.1829,0.3601,0.5253,0.6699,0.7872,0.8691,0.9662,0.9918,"Skewed left","Model 3","Arb","Skewed left",15
"myframe_S",4,"n30",0.2344,0.4547,0.6386,0.7897,0.8923,0.9504,0.9933,0.9994,"Skewed left","Model 3","Arb","Skewed left",30
"myframe_S",4,"n45",0.3131,0.5787,0.7736,0.8956,0.9595,0.9859,0.9992,1,"Skewed left","Model 3","Arb","Skewed left",45
"myframe_S",4,"n80",0.3976,0.7066,0.881,0.9657,0.9924,0.9987,1,1,"Skewed left","Model 3","Arb","Skewed left",80
"myframe_S",4,"n130",0.4865,0.8168,0.9564,0.9916,0.999,0.9999,1,1,"Skewed left","Model 3","Arb","Skewed left",130
"myframe_S",4,"n215",0.6035,0.9094,0.9892,0.9997,1,1,1,1,"Skewed left","Model 3","Arb","Skewed left",215
"myframe_S",4,"n360",0.7284,0.9718,0.9989,1,1,1,1,1,"Skewed left","Model 3","Arb","Skewed left",360
"myframe_S",4,"n600",0.8528,0.9958,1,1,1,1,1,1,"Skewed left","Model 3","Arb","Skewed left",600
"myframe_S",4,"n1000",0.9358,0.9999,1,1,1,1,1,1,"Skewed left","Model 3","Arb","Skewed left",1000
"myframe_S",5,"n10",0.1891,0.3836,0.5527,0.7092,0.8277,0.9135,0.9881,0.9991,"Skewed left","Model 3","Arb","Skewed left",10
"myframe_S",5,"n15",0.2182,0.4267,0.6078,0.7589,0.8725,0.9425,0.9949,0.9999,"Skewed left","Model 3","Arb","Skewed left",15
"myframe_S",5,"n30",0.321,0.5917,0.7959,0.9213,0.9769,0.9955,1,1,"Skewed left","Model 3","Arb","Skewed left",30
"myframe_S",5,"n45",0.3925,0.6981,0.8875,0.9697,0.9957,0.9997,1,1,"Skewed left","Model 3","Arb","Skewed left",45
"myframe_S",5,"n80",0.5089,0.8329,0.9658,0.9956,0.9996,1,1,1,"Skewed left","Model 3","Arb","Skewed left",80
"myframe_S",5,"n130",0.6335,0.9291,0.9951,1,1,1,1,1,"Skewed left","Model 3","Arb","Skewed left",130
"myframe_S",5,"n215",0.7486,0.98,0.9997,1,1,1,1,1,"Skewed left","Model 3","Arb","Skewed left",215
"myframe_S",5,"n360",0.8629,0.9978,1,1,1,1,1,1,"Skewed left","Model 3","Arb","Skewed left",360
"myframe_S",5,"n600",0.9446,1,1,1,1,1,1,1,"Skewed left","Model 3","Arb","Skewed left",600
"myframe_S",5,"n1000",0.9896,1,1,1,1,1,1,1,"Skewed left","Model 3","Arb","Skewed left",1000
"myframe_S",6,"n10",0.1956,0.3755,0.5402,0.6909,0.8148,0.9034,0.9878,0.9989,"Skewed left","Model 3","Arb","Skewed left",10
